accession	genome	Source	GC_pct	completeness	contamination	checkM2.completeness	checkM2.contamination	primary_cluster	secondary_cluster	length	N50	gtdb_taxonomy	ncbi_isolation_source	ncbi_genome_category	gtdb_representative	ncbi_refseq_category	MAG_source	fBAPS_l1	fBAPS_l2	Study	Age_BP	Continent	Country	sample_host	classification	Host	GUNC.n_contigs	checkM.N50_contigs	QUAL
	CM_periimplantitis__SP_143SPI_T016__bin.3	oral		96.16578014	0.709219858			33	33_1	1500880	33844	g__Mogibacterium;s__Mogibacterium timidum					Modern			CM_periimplantitis	7	Europe	Italy	Homo		Human			
	CM_periimplantitis__SP_163SPT_T016__bin.27	oral		95.39007092	1.063829787			33	33_1	1469480	24066	g__Mogibacterium;s__Mogibacterium timidum					Modern			CM_periimplantitis	7	Europe	Italy	Homo		Human			
	CM_periimplantitis__SP_184SPT_T016__bin.14	oral		96.38297872	0.354609929			33	33_1	1369795	13841	g__Mogibacterium;s__Mogibacterium timidum					Modern			CM_periimplantitis	7	Europe	Italy	Homo		Human			
	CM_periimplantitis__SP_264SPI_T016__bin.17	oral		98.58156028	0			33	33_1	1591465	148275	g__Mogibacterium;s__Mogibacterium timidum					Modern			CM_periimplantitis	7	Europe	Italy	Homo		Human			
	CM_periimplantitis__SP_305SPI_T016__bin.19	oral		98.58156028	0			33	33_1	1578335	81810	g__Mogibacterium;s__Mogibacterium timidum					Modern			CM_periimplantitis	7	Europe	Italy	Homo		Human			
	CM_periimplantitis__SP_384SPI_T016__bin.8	oral		78.88888889	0.709219858			33	33_1	1082135	5071	g__Mogibacterium;s__Mogibacterium timidum					Modern			CM_periimplantitis	7	Europe	Italy	Homo		Human			
	ERS11702775.bin.r.2	oral		62.67	2.74			33	33_1	982027	2438	g__Mogibacterium;s__Mogibacterium timidum					Ancient			Velsko2022	200	Europe	The Netherlands	Homo		Human			
	ERS11702810.bin.r.6	oral		86.85	2.36			33	33_1	1168501	3933	g__Mogibacterium;s__Mogibacterium timidum					Ancient			Velsko2022	200	Europe	The Netherlands	Homo		Human			
	ERS12516979.bin.r.11	oral		80.32	0.71			33	33_1	1233735	20499	g__Mogibacterium;s__Mogibacterium timidum					Modern			Pedro2022	7	Oceania	Papua New Guinea	Homo		Human			
	ERS2985750.bin.r.3	oral		97.87	0			33	33_1	1641624	34119	g__Mogibacterium;s__Mogibacterium timidum					Ancient			Velsko2019	200	Europe	England	Homo		Human			
	ERS2985754.bin.r.11	oral		53.57	1.06			33	33_1	997780	1863	g__Mogibacterium;s__Mogibacterium timidum					Ancient			Velsko2019	200	Europe	England	Homo		Human			
	ERS2985770.bin.r.7	oral		98.58	0.14			33	33_1	1665216	129324	g__Mogibacterium;s__Mogibacterium timidum					Ancient			Velsko2019	200	Europe	England	Homo		Human			
	ERS2985784.bin.r.9	oral		60.85	1.72			33	33_1	884817	3443	g__Mogibacterium;s__Mogibacterium timidum					Ancient			Velsko2019	200	Europe	England	Homo		Human			
	ERS3395767.bin.r.29	oral		77.67	0.22			33	33_1	1022021	2483	g__Mogibacterium;s__Mogibacterium timidum					Modern			Velsko2019	7	Europe	Spain	Homo		Human			
	ERS3395771.bin.r.35	oral		51.6	0.24			33	33_1	624595	1718	g__Mogibacterium;s__Mogibacterium timidum					Modern			Velsko2019	7	Europe	Spain	Homo		Human			
	ERS3395772.bin.r.27	oral		75.43	1.61			33	33_1	1034388	3074	g__Mogibacterium;s__Mogibacterium timidum					Modern			Velsko2019	7	Europe	Spain	Homo		Human			
	ERS3395773.bin.r.19	oral		95.39	0			33	33_1	1370928	11458	g__Mogibacterium;s__Mogibacterium timidum					Modern			Velsko2019	7	Europe	Spain	Homo		Human			
	ERS3774485.bin.r.38	oral		98.58	0			33	33_1	1460536	10784	g__Mogibacterium;s__Mogibacterium timidum					Modern			FellowsYates2021	7	Europe	Spain	Homo		Human			
	ERS3774489.bin.r.15	oral		97.16	0.35			33	33_1	1406572	9264	g__Mogibacterium;s__Mogibacterium timidum					Modern			FellowsYates2021	7	Europe	Spain	Homo		Human			
	ERS3774490.bin.r.25	oral		96.81	0			33	33_1	1361257	10751	g__Mogibacterium;s__Mogibacterium timidum					Modern			FellowsYates2021	7	Europe	Spain	Homo		Human			
	ERS4545903.bin.r.4	oral		58.58	1.3			33	33_1	916632	2194	g__Mogibacterium;s__Mogibacterium timidum					Ancient			Brealey2020	100	Africa	Democratic Republic of the Congo	Gorilla		Other			
	ERSX0002001.bin.r.11	oral		95.72	2.15			33	33_1	1420432	10522	g__Mogibacterium;s__Mogibacterium timidum					Ancient			RIII2023	700	Europe	Great Britain	Homo		Human			
	ERSX0004003.bin.r.2	oral		88.35	0.02			33	33_1	1301158	5999	g__Mogibacterium;s__Mogibacterium timidum					Ancient			PacificCalculus	350	Oceania	Rapa_Nui	Homo		Human			
	ERSX0004004.bin.r.5	oral		54.76	0.78			33	33_1	737117	2021	g__Mogibacterium;s__Mogibacterium timidum					Ancient			PacificCalculus	350	Oceania	Rapa_Nui	Homo		Human			
	ERSX0004006.bin.r.3	oral		77.46	2.29			33	33_1	1129602	3027	g__Mogibacterium;s__Mogibacterium timidum					Ancient			PacificCalculus	350	Oceania	Rapa_Nui	Homo		Human			
	ERSX0004009.bin.r.1	oral		98.58	7.09			33	33_1	1547194	26972	g__Mogibacterium;s__Mogibacterium timidum					Ancient			PacificCalculus	350	Oceania	Rapa_Nui	Homo		Human			
	ERSX0004012.bin.r.7	oral		97.16	0.95			33	33_1	1453475	21613	g__Mogibacterium;s__Mogibacterium timidum					Ancient			PacificCalculus	350	Oceania	Rapa_Nui	Homo		Human			
	ERSX0004014.bin.r.6	oral		81.33	3.5			33	33_1	1221541	2487	g__Mogibacterium;s__Mogibacterium timidum					Ancient			PacificCalculus	350	Oceania	Rapa_Nui	Homo		Human			
	ERSX0004015.bin.r.5	oral		91.92	0.52			33	33_1	1358260	5150	g__Mogibacterium;s__Mogibacterium timidum					Ancient			PacificCalculus	350	Oceania	Rapa_Nui	Homo		Human			
	ERSX0004063.bin.r.3	oral		58.34	0.62			33	33_1	950326	2153	g__Mogibacterium;s__Mogibacterium timidum					Ancient			PacificCalculus	485	Oceania	Taumako_Duff_Islands	Homo		Human			
	ERSX0004064.bin.r.7	oral		93.43	0			33	33_1	1299252	9204	g__Mogibacterium;s__Mogibacterium timidum					Ancient			PacificCalculus	485	Oceania	Taumako_Duff_Islands	Homo		Human			
	ERSX0004065.bin.r.9	oral		74.17	2.86			33	33_1	1129914	2539	g__Mogibacterium;s__Mogibacterium timidum					Ancient			PacificCalculus	485	Oceania	Taumako_Duff_Islands	Homo		Human			
	ERSX0004071.bin.r.3	oral		98.47	0.24			33	33_1	1439332	21415	g__Mogibacterium;s__Mogibacterium timidum					Ancient			PacificCalculus	485	Oceania	Taumako_Duff_Islands	Homo		Human			
	ERSX0004072.bin.r.3	oral		73.26	0.09			33	33_1	1032449	2306	g__Mogibacterium;s__Mogibacterium timidum					Ancient			PacificCalculus	485	Oceania	Taumako_Duff_Islands	Homo		Human			
	ERSX0004073.bin.r.6	oral		89.46	2.91			33	33_1	1223785	3815	g__Mogibacterium;s__Mogibacterium timidum					Ancient			PacificCalculus	485	Oceania	Taumako_Duff_Islands	Homo		Human			
	ERSX0004074.bin.r.3	oral		58.52	2.13			33	33_1	788679	1876	g__Mogibacterium;s__Mogibacterium timidum					Ancient			PacificCalculus	485	Oceania	Taumako_Duff_Islands	Homo		Human			
	ERSX0004075.bin.r.1	oral		69.4	0.24			33	33_1	805834	3379	g__Mogibacterium;s__Mogibacterium timidum					Ancient			PacificCalculus	485	Oceania	Taumako_Duff_Islands	Homo		Human			
	HMP_2012__SRS014691__bin.3	oral		61.67109929	0.709219858			33	33_1	837728	4680	g__Mogibacterium;s__Mogibacterium timidum					Modern			HMP_2012	7	North America	USA	Homo		Human			
	MGYG000298193	oral		98.58	0			33	33_1	1564676	96975	g__Mogibacterium;s__Mogibacterium timidum					Modern			ERP127228	7	Europe	Italy	Homo		Human			
	SEQF2630.1	oral		98.58	0			33	33_1	1806210	107937	g__Mogibacterium;s__Mogibacterium timidum					HOMD			HOMD	7	North America	USA	Homo		Human			
	SEQF3171.1	oral		98.58	0.71			33	33_1	1859163	1046411	g__Mogibacterium;s__Mogibacterium timidum					HOMD			HOMD	7	North America	USA	Homo		Human			
	SRS15300800.bin.r.14	oral		83.52	0.95			33	33_1	1109997	5114	g__Mogibacterium;s__Mogibacterium timidum					Ancient			Honap2023	700	North America	USA	Homo		Human			
	SRS473746.bin.r.48	oral		84.51	1.02			33	33_1	1220979	3933	g__Mogibacterium;s__Mogibacterium timidum					Ancient			Warinner2014	900	Europe	Germany	Homo		Human			
	ERSX0003003.bin.r.21	oral		72.41	0			33	33_2	1138125	6728	g__Mogibacterium;s__Mogibacterium timidum					Ancient			SMH2023	700	Europe	Germany	Homo		Human			
GCA_916438645.1	GCA_916438645.1_DRR214959_bin.47_metaWRAP_v1.1_MAG_genomic	oral	40.8991604712891	95.72	0			34	34_1	1665220	1417331	g__Mogibacterium;s__Mogibacterium sp916438645	human saliva metagenome	derived from metagenome	t	na	NCBI MAG												
	MGYG000298187	oral		95.72	0			34	34_1	1665220	1417331	g__Mogibacterium;s__Mogibacterium sp916438645					Modern			DRP005925	7	Asia	Japan	Homo		Human			
	MGYG000298187	oral		95.72	0			34	34_1	1665220	1417331	g__Mogibacterium;s__Mogibacterium sp916438645					Modern			DRP005925	7	Asia	Japan	Homo		Human			
	HMP_2012__SRS016569__bin.4	oral		63.79310345	1.724137931			35	35_1	939561	52335	g__Mogibacterium;s__Mogibacterium diversum					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS019894__bin.60	oral		53.44827586	0			35	35_2	623874	339526	g__Mogibacterium;s__Mogibacterium diversum					Modern			HMP_2012	7	North America	USA	Homo		Human			
	CMC004.B.bin.r.80	oral		59.22	0			36	36_1	859971	10023	g__Mogibacterium;s__Mogibacterium diversum					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	CMC026.B.bin.r.28	oral		64.3	0			36	36_10	1078200	11588	g__Mogibacterium;s__					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	CMC045.B.bin.r.87	oral		75.19	1.42			36	36_11	1040005	2667	g__Mogibacterium;s__Mogibacterium diversum					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	CMC016.B.bin.r.75	oral		50.89	0.95			36	36_12	759088	5983	g__Mogibacterium;s__Mogibacterium diversum					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	ERS12516970.bin.r.124	oral		51.75	0			36	36_13	903404	6615	g__Mogibacterium;s__Mogibacterium diversum					Modern			Pedro2022	7	Oceania	Papua New Guinea	Homo		Human			
	CMC020.B.bin.r.51	oral		70.83	0.71			36	36_2	942988	6624	g__Mogibacterium;s__Mogibacterium diversum					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	CMC021.B.bin.r.37	oral		59.72	0.95			36	36_3	879836	4395	g__Mogibacterium;s__Mogibacterium diversum					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	CMC033.B.bin.r.42	oral		50.34	0.07			36	36_4	823753	4431	g__Mogibacterium;s__Mogibacterium diversum					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	CMC042.B.bin.r.81	oral		75.27	2.01			36	36_5	1153996	2907	g__Mogibacterium;s__Mogibacterium diversum					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	CMC010.B.bin.r.88	oral		82.91	1.42			36	36_6	1225736	4376	g__Mogibacterium;s__Mogibacterium diversum					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	CMC025.B.bin.r.87	oral		71.75	2.48			36	36_7	1052925	3194	g__Mogibacterium;s__Mogibacterium diversum					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	CMC040.B.bin.r.98	oral		82.45	2.48			36	36_8	1355098	5851	g__Mogibacterium;s__Mogibacterium diversum					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	CMC027.B.bin.r.11	oral		51.06	0			36	36_9	714944	7074	g__Mogibacterium;s__Mogibacterium diversum					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
GCA_916439235.1	GCA_916439235.1_DRR214960_bin.7_metaWRAP_v1.1_MAG_genomic	oral	41.1342357757513	90.66	0			37	37_1	1808795	1808795	g__Mogibacterium;s__Mogibacterium diversum	human saliva metagenome	derived from metagenome	f	na	NCBI MAG												
	MGYG000298166	oral		90.66	0			37	37_1	1808795	1808795	g__Mogibacterium;s__Mogibacterium diversum					Modern			DRP005925	7	Asia	Japan	Homo		Human			
	MGYG000298166	oral		90.66	0			37	37_1	1808795	1808795	g__Mogibacterium;s__Mogibacterium diversum					Modern			DRP005925	7	Asia	Japan	Homo		Human			
	ERS12516981.bin.r.16	oral		55.3	0			37	37_10	1091467	19900	g__Mogibacterium;s__Mogibacterium diversum					Modern			Pedro2022	7	Oceania	Papua New Guinea	Homo		Human			
	ERS12516986.bin.r.13	oral		65.85	1.09			37	37_11	969271	4108	g__Mogibacterium;s__Mogibacterium diversum					Modern			Pedro2022	7	Oceania	Papua New Guinea	Homo		Human			
GCA_015263675.1	GCA_015263675.1_ASM1526367v1_genomic	oral	42.0837472436594	88.59	1.42			37	37_12	1406303	6107	g__Mogibacterium;s__Mogibacterium diversum	saliva	derived from metagenome	f	na	NCBI isolate												
	MGYG000298036	oral		88.59	1.42			37	37_12	1406303	6107	g__Mogibacterium;s__Mogibacterium diversum					Modern			SRP311368	7	North America	USA	Homo		Human			
GCA_015263615.1	GCA_015263615.1_ASM1526361v1_genomic	oral	41.5439833755178	91.13	0			37	37_13	1492257	24957	g__Mogibacterium;s__Mogibacterium diversum	saliva	derived from metagenome	f	na	NCBI isolate												
	MGYG000299002	oral		91.13	0			37	37_13	1492257	24957	g__Mogibacterium;s__Mogibacterium diversum					Modern			SRP311368	7	North America	USA	Homo		Human			
GCA_015263745.1	GCA_015263745.1_ASM1526374v1_genomic	oral	41.8686154575081	89.72	1.09			37	37_14	1473227	10496	g__Mogibacterium;s__Mogibacterium diversum	saliva	derived from metagenome	f	na	NCBI isolate												
	MGYG000298871	oral		89.72	1.09			37	37_14	1473227	10496	g__Mogibacterium;s__Mogibacterium diversum					Modern			SRP311368	7	North America	USA	Homo		Human			
	HMP_2012__SRS056323__bin.23	oral		69.5035461	0.354609929			37	37_15	1280554	18355	g__Mogibacterium;s__Mogibacterium diversum					Modern			HMP_2012	7	North America	USA	Homo		Human			
	MGYG000299034	oral		76.6	2.13			37	37_16	1280727	4516	g__Mogibacterium;s__Mogibacterium diversum					Modern			SRP311368	7	North America	USA	Homo		Human			
GCA_019417565.1	GCA_019417565.1_ASM1941756v1_genomic	gut	41.6344336435261	90.07	0			37	37_17	1561857	33424	g__Mogibacterium;s__Mogibacterium diversum	feces	derived from metagenome	f	na	NCBI isolate												
	HMP_2012__SRS024580__bin.46	oral		87.30053191	2.836879433			37	37_18	1428504	8942	g__Mogibacterium;s__Mogibacterium diversum					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS020856__bin.27	oral		82.89154846	3.546099291			37	37_19	1526816	10827	g__Mogibacterium;s__Mogibacterium diversum					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS015434__bin.12	oral		51.77304965	0			37	37_2	1066810	55664	g__Mogibacterium;s__Mogibacterium diversum					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS019071__bin.79	oral		70.21276596	0			37	37_2	1251938	50952	g__Mogibacterium;s__Mogibacterium diversum					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS042643__bin.11	oral		65.60283688	0			37	37_20	1262180	36931	g__Mogibacterium;s__Mogibacterium diversum					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS020220__bin.51	oral		89.20803783	1.122931442			37	37_21	1388819	9065	g__Mogibacterium;s__Mogibacterium diversum					Modern			HMP_2012	7	North America	USA	Homo		Human			
	ERS12516979.bin.r.5	oral		54.79	0.73			37	37_22	1127262	11179	g__Mogibacterium;s__Mogibacterium diversum					Modern			Pedro2022	7	Oceania	Papua New Guinea	Homo		Human			
	HMP_2012__SRS022621__bin.62	oral		59.57446809	0			37	37_23	1021832	17643	g__Mogibacterium;s__Mogibacterium diversum					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS023835__bin.32	oral		51.72413793	1.724137931			37	37_24	1022823	5925	g__Mogibacterium;s__Mogibacterium diversum					Modern			HMP_2012	7	North America	USA	Homo		Human			
	ERS12516954.bin.r.6	oral		70.24	2.36			37	37_25	1197474	3132	g__Mogibacterium;s__Mogibacterium diversum					Modern			Pedro2022	7	Oceania	Papua New Guinea	Homo		Human			
	MGYG000298593	oral		70.6	2.2			37	37_26	1265641	3265	g__Mogibacterium;s__Mogibacterium diversum					Modern			SRP311368	7	North America	USA	Homo		Human			
	ERS12516983.bin.r.12	oral		82.39	0.71			37	37_27	1356887	5342	g__Mogibacterium;s__Mogibacterium diversum					Modern			Pedro2022	7	Oceania	Papua New Guinea	Homo		Human			
	ERS12516994.bin.r.38	oral		73.2	2.13			37	37_28	1287076	3899	g__Mogibacterium;s__Mogibacterium diversum					Modern			Pedro2022	7	Oceania	Papua New Guinea	Homo		Human			
	ERS12516960.bin.r.26	oral		58.91	0.59			37	37_29	919038	2118	g__Mogibacterium;s__Mogibacterium diversum					Modern			Pedro2022	7	Oceania	Papua New Guinea	Homo		Human			
	CMC032.B.bin.r.35	oral		86.7	0			37	37_3	1376077	7847	g__Mogibacterium;s__Mogibacterium diversum					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
GCA_013333095.2	GCA_013333095.2_ASM1333309v2_genomic	oral	41.1786349498568	95.39	0			37	37_30	1570902	41285	g__Mogibacterium;s__Mogibacterium diversum	tongue scraping	derived from metagenome	f	na	NCBI isolate												
	MGYG000299007	oral		95.39	0			37	37_30	1570902	41285	g__Mogibacterium;s__Mogibacterium diversum					Modern			SRP256368	7	North America	USA	Homo		Human			
	MGYG000299007	oral		95.39	0			37	37_30	1570902	41285	g__Mogibacterium;s__Mogibacterium diversum					Modern			SRP256368	7	North America	USA	Homo		Human			
GCA_015263715.1	GCA_015263715.1_ASM1526371v1_genomic	oral	41.7412693079087	87.77	1.42			37	37_31	1431673	7725	g__Mogibacterium;s__Mogibacterium diversum	saliva	derived from metagenome	f	na	NCBI isolate												
	MGYG000298414	oral		87.77	1.42			37	37_31	1431673	7725	g__Mogibacterium;s__Mogibacterium diversum					Modern			SRP311368	7	North America	USA	Homo		Human			
	HMP_2012__SRS016342__bin.20	oral		62.83687943	0			37	37_32	1187283	19960	g__Mogibacterium;s__Mogibacterium diversum					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS064774__bin.32	oral		68.79432624	0			37	37_33	1355925	75590	g__Mogibacterium;s__Mogibacterium diversum					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS055426__bin.35	oral		77.30496454	3.723404255			37	37_34	1391782	6451	g__Mogibacterium;s__Mogibacterium diversum					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS047824__bin.52	oral		71.63120567	0.709219858			37	37_35	1334295	123638	g__Mogibacterium;s__Mogibacterium diversum					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS023617__bin.32	oral		60.63829787	0			37	37_36	1306700	182973	g__Mogibacterium;s__Mogibacterium diversum					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS057539__bin.30	oral		51.06382979	0			37	37_37	1213483	68805	g__Mogibacterium;s__Mogibacterium diversum					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS049147__bin.1	oral		84.31737589	1.654846336			37	37_38	1280818	7323	g__Mogibacterium;s__Mogibacterium diversum					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS078182__bin.2	oral		68.91252955	2.127659574			37	37_39	1037637	6981	g__Mogibacterium;s__Mogibacterium diversum					Modern			HMP_2012	7	North America	USA	Homo		Human			
GCA_015263645.1	GCA_015263645.1_ASM1526364v1_genomic	oral	41.4756914146099	91.43	1.42			37	37_4	1524311	18557	g__Mogibacterium;s__Mogibacterium diversum	saliva	derived from metagenome	f	na	NCBI isolate												
	MGYG000298878	oral		91.43	1.42			37	37_4	1524311	18557	g__Mogibacterium;s__Mogibacterium diversum					Modern			SRP311368	7	North America	USA	Homo		Human			
	HMP_2012__SRS011306__bin.26	oral		65.24822695	0			37	37_40	1284588	26432	g__Mogibacterium;s__Mogibacterium diversum					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS014684__bin.12	oral		51.1820331	0			37	37_41	896565	11106	g__Mogibacterium;s__Mogibacterium diversum					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS018791__bin.51	oral		95.39007092	0.709219858			37	37_42	1654606	30631	g__Mogibacterium;s__Mogibacterium diversum					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS019122__bin.41	oral		98.93617021	0.354609929			37	37_43	1658112	87656	g__Mogibacterium;s__Mogibacterium diversum					Modern			HMP_2012	7	North America	USA	Homo		Human			
GCA_916049675.1	GCA_916049675.1_ERR2764804_bin.3_metaWRAP_v1.1_MAG_genomic	oral	42.2624889479413	54.14	0.71			37	37_44	1028089	18183	g__Mogibacterium;s__Mogibacterium diversum	human oral metagenome	derived from metagenome	f	na	NCBI MAG												
	MGYG000298209	oral		54.14	0.71			37	37_44	1028089	18183	g__Mogibacterium;s__Mogibacterium diversum					Modern			ERP125117	7	Europe	Germany	Homo		Human			
	MGYG000298209	oral		54.14	0.71			37	37_44	1028089	18183	g__Mogibacterium;s__Mogibacterium diversum					Modern			ERP125117	7	Europe	Germany	Homo		Human			
	HMP_2012__SRS016319__bin.53	oral		72.93144208	0			37	37_45	1104821	8932	g__Mogibacterium;s__Mogibacterium diversum					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS057205__bin.56	oral		86.99763593	0.709219858			37	37_46	1329098	8772	g__Mogibacterium;s__Mogibacterium diversum					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS014124__bin.24	oral		73.87706856	0.354609929			37	37_47	1406248	38620	g__Mogibacterium;s__Mogibacterium diversum					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS015893__bin.53	oral		69.5035461	0.709219858			37	37_48	1369986	49861	g__Mogibacterium;s__Mogibacterium diversum					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS018300__bin.49	oral		81.32387707	0			37	37_49	1453815	35090	g__Mogibacterium;s__Mogibacterium diversum					Modern			HMP_2012	7	North America	USA	Homo		Human			
