genome,completeness,contamination,length,N50
CMC026.B.bin.r.15.fa,97.52,0.35,1703921,360802
CMC038.B.bin.r.114.fa,95.04,0.02,1487216,52996
ERS3774419.bin.r.8.fa,96.1,0.71,1658344,25408
ERS3774420.bin.r.5.fa,96.1,0.35,1708387,48140
ERS3774421.bin.r.7.fa,94.33,1.54,1588008,15286
ERS3774422.bin.r.33.fa,95.39,1.3,1732192,34565
ERS3774423.bin.r.4.fa,84.54,2.84,1344305,6194
ERS3774424.bin.r.3.fa,96.1,0.35,1712705,52474
ERS3774425.bin.r.14.fa,94.33,0.35,1651802,38836
SRS4625232.bin.r.10.fa,93.62,1.13,1646990,19800
SRS4625234.bin.r.4.fa,81.09,1.65,1471702,6019
SRS4625235.bin.r.1.fa,89.12,0.78,1675569,9381
SRS4625236.bin.r.3.fa,54.51,6.21,999246,2504
SRS4625238.bin.r.3.fa,76.93,2.74,1154995,4687
SRS4625240.bin.r.6.fa,57.82,1.95,902655,3340
SRS4625241.bin.r.1.fa,83.75,0.53,1435588,5888
SRS4625244.bin.r.6.fa,79.46,2.3,1170936,5320
SRS4625245.bin.r.19.fa,90.07,1.06,1614936,37468
SRS4625246.bin.r.1.fa,93.69,0.35,1812208,48092
SRS4625247.bin.r.6.fa,92.85,0.59,1592950,7409
SRS4625248.bin.r.8.fa,87.25,2.48,1464085,6249
SRS4625249.bin.r.2.fa,67.71,1.42,1193196,3405
SRS4625250.bin.r.5.fa,84.86,1.6,1427189,6584
ERS3774402.bin.r.13.fa,68.03,2.24,1231670,2513
CMC009.A.bin.r.36.fa,55.34,0.0,830224,3501
MGYG000298907.fna,79.66,0.95,1179964,8107
CMC045.B.bin.r.8.fa,86.7,1.42,1205145,10000
CMC007.B.bin.r.17.fa,60.34,0.71,771551,3225
CM_periimplantitis__SP_163SPT_T016__bin.9.fa,75.17730496,1.935579196,1276657,4557
CM_periimplantitis__SP_261SPT_T016__bin.9.fa,95.39007092,0.709219858,1487976,29534
ERS12516974.bin.r.5.fa,95.23,0.0,1406095,32990
ERS12516979.bin.r.10.fa,94.53,0.35,1430270,62520
ERS2985770.bin.r.19.fa,54.79,1.67,918305,1978
ERS3774378.bin.r.11.fa,89.41,1.65,1291174,9498
ERS3774379.bin.r.4.fa,95.39,0.71,1479614,49686
ERS3774380.bin.r.11.fa,58.84,0.97,800811,1884
ERSX0002001.bin.r.21.fa,92.73,0.38,1301971,16883
HMP_2012__SRS017227__bin.50.fa,90.78014184,2.127659574,1310759,11419
HMP_2012__SRS047113__bin.39.fa,67.05082742,2.127659574,930856,3368
HMP_2012__SRS047634__bin.99.fa,53.60501567,0.0,773457,2568
HMP_2012__SRS049318__bin.36.fa,83.00975177,1.773049645,1364701,7192
MGYG000298002.fna,95.74,0.71,1481714,28959
MGYG000298013.fna,96.1,0.71,1461482,160459
MGYG000299166.fna,56.36,0.47,903508,5241
HMP_2012__SRS019029__bin.46.fa,92.83687943,0.709219858,1590767,25399
SEQF2787.1.fna,96.1,0.0,1544525,378227
CMC002.B.bin.r.4.fa,65.01,0.0,1018133,2656
ERS12516959.bin.r.13.fa,54.86,1.42,877921,2520
MGYG000298641.fna,85.4,0.0,1538677,1538677
ERS12516973.bin.r.33.fa,62.07,0.0,930829,5401
ERS12516988.bin.r.45.fa,58.04,1.42,931671,2911
ERS11702776.bin.r.11.fa,56.05,0.71,1137113,1810
ERS6205395.bin.r.13.fa,50.45,0.32,1097164,1777
ERSX0003002.bin.r.23.fa,53.53,0.86,1410121,4087
ERSX0003003.bin.r.50.fa,96.88,1.89,2396001,32703
SRS15300801.bin.r.6.fa,74.21,1.42,1502980,2400
SRS15300811.bin.r.17.fa,73.07,1.5,1616741,2726
SRS473746.bin.r.38.fa,90.78,0.0,2203257,42955
SRS6212654.bin.r.1.fa,52.72,0.02,967749,1769
SRS6212663.bin.r.10.fa,83.8,1.06,1983706,5699
SRS4625234.bin.r.3.fa,60.21,0.71,965247,2888
SRS4625245.bin.r.12.fa,63.22,1.77,1291543,3742
SRS4625250.bin.r.11.fa,50.92,0.11,857840,1885
ERS3774422.bin.r.6.fa,78.76,2.13,2056819,7873
CMC012.B.bin.r.78.fa,85.42,2.74,1243998,5063
CMC027.B.bin.r.17.fa,89.95,0.59,1366076,9909
CMC018.B.bin.r.61.fa,90.87,1.06,1412232,9151
CMC021.B.bin.r.69.fa,74.59,1.06,967467,5183
CMC034.B.bin.r.80.fa,63.12,0.02,864666,2659
SEQF1695.1.fna,100.0,0.0,1910927,1413062
CMC045.B.bin.r.74.fa,71.99,0.71,1041792,16807
CMC016.B.bin.r.60.fa,80.08,0.0,1244899,8891
ERS12516970.bin.r.36.fa,91.65,0.71,1473794,20505
HMP_2012__SRS022719__bin.13.fa,97.92109929,1.773049645,1624431,14478
HMP_2012__SRS044662__bin.20.fa,97.16312057,0.709219858,1565401,44713
HMP_2012__SRS014470__bin.37.fa,56.89655172,0.8620689659999999,708933,90900
HMP_2012__SRS016002__bin.76.fa,50.86206897,0.0,576054,77445
HMP_2012__SRS015941__bin.32.fa,52.5862069,0.0,687854,60807
HMP_2012__SRS015209__bin.9.fa,52.5862069,0.0,652344,68121
HMP_2012__SRS075404__bin.47.fa,50.35460993,0.0,691959,30797
HMP_2012__SRS024015__bin.25.fa,60.34482759,0.8620689659999999,737314,32474
HMP_2012__SRS053603__bin.52.fa,63.79310345,0.8620689659999999,969081,590510
HMP_2012__SRS016569__bin.8.fa,66.66666667,0.709219858,890457,84902
HMP_2012__SRS014573__bin.58.fa,97.16312057,0.709219858,1549298,33142
HMP_2012__SRS063193__bin.52.fa,86.19237589,3.368794326,1390124,8840
HMP_2012__SRS014271__bin.67.fa,50.70921986,0.0,1170257,117143
HMP_2012__SRS047219__bin.41.fa,98.58156028,1.418439716,1588422,74240
HMP_2012__SRS062544__bin.21.fa,98.58156028,1.418439716,1676468,109752
MGYG000298337.fna,100.0,0.71,1785280,234596
MGYG000298544.fna,69.39,1.26,892222,16667
HMP_2012__SRS019071__bin.30.fa,86.643026,2.269503546,1359609,7541
HMP_2012__SRS049389__bin.52.fa,93.08510638,4.846335697,1410390,12952
HMP_2012__SRS016740__bin.23.fa,94.32624113,3.4278959810000003,1384630,12320
MGYG000299276.fna,100.0,0.71,1725057,41708
HMP_2012__SRS017007__bin.32.fa,96.45390071,2.127659574,1581561,43677
HMP_2012__SRS048791__bin.1.fa,98.22695035,0.709219858,1612165,20583
ERS12516935.bin.r.42.fa,97.16,0.71,1663660,25364
CMC022.B.bin.r.37.fa,75.39,0.35,1108605,6132
CMC026.B.bin.r.57.fa,71.63,1.42,954024,4389
ERS12516934.bin.r.4.fa,100.0,1.42,1619149,56113
ERS12516976.bin.r.33.fa,94.33,0.71,1520951,20865
ERS12516970.bin.r.41.fa,95.3,1.42,1456611,45915
ERS12516977.bin.r.3.fa,81.32,1.06,1454214,7787
ERS12516979.bin.r.34.fa,77.05,3.19,1172875,5722
HMP_2012__SRS064423__bin.14.fa,98.58156028,2.127659574,1627893,71505
HMP_2012__SRS065278__bin.58.fa,98.58156028,1.418439716,1582807,84296
MGYG000298311.fna,97.26,2.13,1505577,21190
MGYG000299151.fna,100.0,0.71,1817673,185767
MGYG000298664.fna,100.0,0.71,1712718,64457
HMP_2012__SRS018357__bin.66.fa,89.83451537,0.709219858,1398224,15537
MGYG000298657.fna,96.93,1.11,1588988,29612
MGYG000298935.fna,94.96,0.71,1675367,211864
MGYG000298501.fna,93.38,1.06,1423409,13078
MGYG000298801.fna,98.94,1.42,1560527,13261
MGYG000298758.fna,88.19,1.9,1246043,7546
MGYG000298683.fna,100.0,0.71,1835897,204865
HMP_2012__SRS017439__bin.11.fa,100.0,0.886524823,1651774,47809
MGYG000298247.fna,98.44,0.71,1672967,41783
MGYG000298891.fna,93.62,0.83,1484242,12385
MGYG000298549.fna,71.04,1.42,1103972,4693
MGYG000298644.fna,100.0,0.71,2363855,64921
MGYG000298870.fna,92.24,0.89,1623809,63476
MGYG000298748.fna,81.8,2.13,1320714,5887
MGYG000298696.fna,94.44,1.06,1634611,18285
ERS1202865.bin.r.5.fa,65.24,0.71,873088,3287
ERS1202883.bin.r.11.fa,84.22,2.48,1254929,4184
MGYG000298325.fna,91.13,1.94,1490037,10852
MGYG000299221.fna,99.29,0.71,1577907,99181
HMP_2012__SRS023617__bin.34.fa,55.67375887,0.0,1192435,59538
HMP_2012__SRS024318__bin.44.fa,74.82269504,1.595744681,1217988,20201
FerrettiP_2018__CA_C10029MS2491SA_t0M15__bin.20.fa,85.09456265,0.0,1265000,5802
HMP_2012__SRS020856__bin.14.fa,75.79048463,1.5661938530000001,1134100,4136
HMP_2012__SRS049147__bin.26.fa,67.24137931,0.8620689659999999,993497,76463
HMP_2012__SRS078182__bin.7.fa,98.58156028,0.709219858,1706068,45630
HMP_2012__SRS024277__bin.5.fa,92.08037825,2.836879433,1404047,8111
MGYG000299183.fna,100.0,0.71,1737384,63761
MGYG000298699.fna,87.37,1.06,1403939,33664
HMP_2012__SRS013879__bin.14.fa,60.95744681,0.07092198599999999,944476,4822
HMP_2012__SRS015797__bin.19.fa,82.731974,3.191489362,1342077,7191
HMP_2012__SRS051791__bin.49.fa,100.0,2.127659574,1722865,93251
HMP_2012__SRS016342__bin.33.fa,56.86170213,1.063829787,976432,4420
HMP_2012__SRS047210__bin.3.fa,97.99054374,1.050531915,1503266,19275
HMP_2012__SRS057791__bin.30.fa,86.28841608,0.354609929,1306912,10629
HMP_2012__SRS057205__bin.63.fa,94.20803783,0.0,1477315,37786
MGYG000298550.fna,94.68,2.54,1444893,11059
HMP_2012__SRS016319__bin.6.fa,97.16312057,0.709219858,1538990,48067
MGYG000298158.fna,99.65,0.71,1743182,39304
MGYG000299135.fna,99.29,0.71,1639903,147522
HMP_2012__SRS015644__bin.33.fa,100.0,0.709219858,1642368,89004
HMP_2012__SRS042131__bin.67.fa,99.29078014,0.709219858,1639894,135934
MGYG000298228.fna,95.04,0.71,1698949,59758
ERS1202885.bin.r.1.fa,92.18,1.77,1368505,10926
HMP_2012__SRS058336__bin.2.fa,82.26950355,0.709219858,1332975,103379
HMP_2012__SRS023352__bin.5.fa,90.04284870000001,1.063829787,1400712,6106
HMP_2012__SRS045715__bin.58.fa,60.34482759,0.8620689659999999,859223,13989
HMP_2012__SRS017808__bin.53.fa,83.68794326,1.182033097,1318262,10987
HMP_2012__SRS064774__bin.30.fa,92.19858156,2.364066194,1391799,10048
HMP_2012__SRS023835__bin.25.fa,92.90780142,2.127659574,1546334,11924
HMP_2012__SRS011115__bin.15.fa,87.47044917,0.0,1260205,44222
HMP_2012__SRS048411__bin.58.fa,86.40661939,0.709219858,1263285,9850
HMP_2012__SRS018439__bin.63.fa,87.94326241,0.709219858,1326780,15265
HMP_2012__SRS015057__bin.23.fa,97.16312057,0.709219858,1515934,32818
HMP_2012__SRS050244__bin.60.fa,92.19858156,0.709219858,1559314,43659
HMP_2012__SRS024441__bin.43.fa,80.63682033,2.364066194,1264933,7077
HMP_2012__SRS019607__bin.15.fa,87.23404255,0.709219858,1534161,43153
HMP_2012__SRS012279__bin.2.fa,95.39007092,0.709219858,1613317,50911
HMP_2012__SRS057539__bin.43.fa,77.58620690000001,0.8620689659999999,1090273,22189
MGYG000298763.fna,93.03,0.71,1555823,12187
HMP_2012__SRS042643__bin.62.fa,97.87234043,0.709219858,1608676,69797
FerrettiP_2018__CA_C10031MS2525SA_t0M15__bin.23.fa,92.90780142,1.300236407,1463327,8884
HMP_2012__SRS053854__bin.11.fa,95.62647754,2.836879433,1512490,15880
HMP_2012__SRS015893__bin.54.fa,95.74468085,0.0,1527028,42272
HMP_2012__SRS019974__bin.56.fa,98.58156028,1.773049645,1697265,34522
MGYG000298332.fna,71.39,0.35,1162387,28905
HMP_2012__SRS011306__bin.13.fa,96.45390071,0.709219858,1511899,15384
HMP_2012__SRS018739__bin.43.fa,99.29078014,0.709219858,1672669,95091
HMP_2012__SRS019327__bin.74.fa,95.39007092,0.709219858,1578322,23677
HMP_2012__SRS024081__bin.56.fa,95.39007092,1.418439716,1634797,30420
MGYG000298167.fna,71.63,2.36,1111088,8246
HMP_2012__SRS022621__bin.42.fa,92.19858156,1.440602837,1645439,37777
HMP_2012__SRS047824__bin.14.fa,96.80851064,0.709219858,1599314,93834
FerrettiP_2018__CA_C10007MS2097SA_t0M15__bin.11.fa,92.71867612,2.009456265,1490421,10365
ERS12516975.bin.r.26.fa,89.83,0.95,1334405,10558
ERS12516983.bin.r.20.fa,100.0,0.71,1828040,132223
ERS12516992.bin.r.53.fa,86.52,0.0,1458921,32206
ERS12516993.bin.r.39.fa,87.71,0.0,1259194,18516
ERS12516948.bin.r.22.fa,90.31,0.71,1376561,38161
ERS12516955.bin.r.26.fa,82.98,0.71,1319193,37069
ERS12516954.bin.r.2.fa,90.72,1.65,1563997,20399
BritoIL_2016__W2.68.SA__bin.5.fa,64.16962175,2.482269504,1039370,3606
ERS12516981.bin.r.4.fa,86.05,0.0,1374431,21719
ERS12516932.bin.r.14.fa,92.91,1.89,1463539,13254
ERS12516939.bin.r.3.fa,96.74,0.71,1456230,13395
ERS12516960.bin.r.11.fa,97.16,0.71,1632555,159335
ERS12516952.bin.r.13.fa,95.04,1.42,1521939,13756
ERS12516994.bin.r.37.fa,100.0,0.71,1717724,291954
ERS12516991.bin.r.14.fa,84.23,0.89,1374092,4629
ERS12516978.bin.r.41.fa,93.5,0.0,1499877,26726
SEQF2744.1.fna,100.0,0.71,1739380,1739380
ERS1202863.bin.r.4.fa,80.12,2.68,1291088,3142
ERS12516968.bin.r.36.fa,96.81,1.42,1535313,32728
MGYG000298251.fna,92.39,0.71,1735523,1735523
HMP_2012__SRS044373__bin.35.fa,55.67375887,0.709219858,1133240,221479
ERS12516990.bin.r.41.fa,95.15,0.8,1550438,14191
HMP_2012__SRS015434__bin.76.fa,53.03634752,0.709219858,849121,6970
HMP_2012__SRS019122__bin.72.fa,96.45390071,0.945626478,1682984,54713
MGYG000298739.fna,96.81,0.71,1686430,67654
FerrettiP_2018__CA_C10035MS2597SA_t0M15__bin.11.fa,93.26241135,2.127659574,1428881,14491
MGYG000298729.fna,95.27,4.14,1671780,15940
ERS12516987.bin.r.3.fa,84.35,0.71,1401487,6242
ERS1202878.bin.r.3.fa,78.19,3.9,1623400,4871
ERS12516980.bin.r.42.fa,74.09,2.9,1264394,6954
CM_cf__CF_TNFC005SA_t1M15__bin.15.fa,61.50118203,3.250591017,861862,3042
ERS2985743.bin.r.14.fa,93.34,0.89,1854172,33782
ERS3774464.bin.r.26.fa,82.7,0.14,1505501,4835
ERS3774469.bin.r.7.fa,93.85,0.8,1713997,12570
ERS6955106.bin.r.1.fa,54.15,2.5,1089136,1842
ERS6955142.bin.r.30.fa,91.77,4.26,1739151,8365
ERS3774419.bin.r.2.fa,93.97,1.42,1929074,62043
ERS3774420.bin.r.1.fa,93.26,2.84,1816178,17788
ERS3774421.bin.r.4.fa,88.3,0.71,1734806,41285
ERS3774422.bin.r.35.fa,89.72,2.13,1893632,87669
ERS3774423.bin.r.6.fa,83.61,2.84,1465414,6418
ERS3774424.bin.r.8.fa,93.97,0.71,1877222,60825
ERS3774425.bin.r.12.fa,87.59,2.96,1604340,11546
SRS4625232.bin.r.2.fa,85.86,1.42,1429729,10508
SRS4625234.bin.r.6.fa,73.78,2.27,1143260,4131
SRS4625236.bin.r.2.fa,59.2,0.38,895206,2008
SRS4625240.bin.r.2.fa,66.46,3.43,1034894,2618
SRS4625244.bin.r.4.fa,59.27,0.45,850713,2958
SRS4625245.bin.r.8.fa,81.95,3.78,1317208,5873
SRS4625246.bin.r.15.fa,65.02,1.44,1000059,2429
SRS4625250.bin.r.2.fa,76.34,2.36,1261475,4155
CMC010.B.bin.r.71.fa,89.18,0.73,1354957,6616
CMC011.B.bin.r.7.fa,65.94,1.56,994341,2652
CMC016.B.bin.r.87.fa,91.84,1.42,1477590,12528
CMC018.B.bin.r.145.fa,95.04,0.0,1667248,47575
CMC022.B.bin.r.29.fa,94.68,0.71,1755952,88248
CMC023.A.bin.r.65.fa,89.24,0.71,1413894,10573
CMC024.B.bin.r.92.fa,96.81,0.0,1653068,63396
CMC026.B.bin.r.78.fa,94.56,0.0,1437504,25769
CMC035.B.bin.r.103.fa,93.26,0.0,1607154,82633
CMC038.B.bin.r.17.fa,96.45,0.0,1639527,51149
ERS11702770.bin.r.11.fa,76.42,0.18,1156877,5369
ERS11702776.bin.r.12.fa,61.34,1.77,885667,2018
ERS11702787.bin.r.9.fa,95.39,0.47,1562873,27611
ERS11702801.bin.r.3.fa,78.78,0.0,1223990,5578
ERS11702805.bin.r.3.fa,93.71,0.0,1576787,23202
ERS2985743.bin.r.7.fa,66.62,1.34,1060935,2850
ERS2985750.bin.r.23.fa,91.61,2.36,1573946,15745
ERS2985754.bin.r.7.fa,61.27,0.73,1006112,2285
ERS2985756.bin.r.6.fa,78.0,1.89,1131614,5465
ERS2985770.bin.r.3.fa,85.27,1.06,1349975,5059
ERS2985773.bin.r.9.fa,66.59,1.3,1066128,3237
ERS2985775.bin.r.3.fa,54.29,0.02,798850,3243
ERS2985776.bin.r.8.fa,75.02,1.65,1236693,2629
ERS2985784.bin.r.8.fa,53.77,2.13,838365,1970
ERS3395767.bin.r.1.fa,86.41,1.42,1173201,3941
ERS3395768.bin.r.16.fa,86.68,2.17,1153128,3519
ERS3395773.bin.r.6.fa,96.45,0.71,1657506,47989
ERS3774484.bin.r.3.fa,74.92,2.13,1063093,4607
ERS3774485.bin.r.5.fa,95.04,0.0,1546215,28446
ERS3774489.bin.r.28.fa,96.1,0.71,1608647,29300
ERS4042406.bin.r.26.fa,94.68,0.71,1546645,36696
ERS4042427.bin.r.10.fa,79.06,1.84,1132133,4678
ERS6636154.bin.r.6.fa,57.38,1.42,930354,2118
ERSX0002001.bin.r.56.fa,96.81,0.0,1689259,57886
ERSX0003002.bin.r.43.fa,85.75,2.03,1463019,27235
ERSX0003003.bin.r.33.fa,95.39,0.0,1624403,60342
ERSX0004003.bin.r.8.fa,94.33,0.0,1702905,34070
ERSX0004004.bin.r.10.fa,89.25,4.31,1364572,7798
ERSX0004009.bin.r.4.fa,83.37,2.01,1241564,3901
ERSX0004011.bin.r.7.fa,93.26,0.24,1486235,21455
ERSX0004012.bin.r.3.fa,94.11,0.0,1688882,58219
ERSX0004013.bin.r.3.fa,91.73,0.71,1602919,23903
ERSX0004014.bin.r.2.fa,90.9,0.24,1491350,23041
ERSX0004015.bin.r.3.fa,95.39,0.0,1661251,76968
ERSX0004016.bin.r.4.fa,69.03,0.66,909090,2372
ERSX0004019.bin.r.2.fa,74.03,1.91,1158766,2973
ERSX0004070.bin.r.7.fa,79.35,0.66,1167193,3157
ERSX0004073.bin.r.5.fa,94.5,0.0,1618118,17980
SRS15300787.bin.r.22.fa,66.49,1.31,907784,2526
SRS15300800.bin.r.9.fa,92.21,0.0,1674014,24441
SRS15300801.bin.r.2.fa,89.2,1.65,1458419,8809
SRS3078156.bin.r.1.fa,62.54,1.72,933537,2101
SRS473746.bin.r.32.fa,91.33,1.6,1664917,29449
SRS6212654.bin.r.6.fa,50.15,1.06,694646,1781
ERS12516970.bin.r.9.fa,69.67,0.35,1071544,3102
ERS11702751.bin.r.5.fa,76.67,1.06,1032143,3857
ERS3395772.bin.r.14.fa,57.76,4.08,712727,3187
ERS11702728.bin.r.5.fa,97.87,2.84,1540235,28767
ERS2985785.bin.r.1.fa,98.58,3.92,1593170,19182
ERS6205394.bin.r.4.fa,99.29,3.14,1400013,12105
ERS6636085.bin.r.7.fa,96.45,0.0,1380975,22884
ERS6636099.bin.r.5.fa,89.75,4.87,1246866,11140
ERS6636154.bin.r.8.fa,56.12,0.35,561492,2661
ERSX0003001.bin.r.34.fa,69.81,2.13,954869,2629
ERSX0003002.bin.r.32.fa,98.58,1.42,1390756,30907
ERSX0003003.bin.r.22.fa,96.45,0.71,1421699,28479
ERSX0004083.bin.r.5.fa,77.99,0.95,1035090,4520
ERSX0004085.bin.r.6.fa,81.25,0.8,976879,2227
CMC023.A.bin.r.74.fa,55.99,0.35,623396,3150
CMC038.A.bin.r.88.fa,91.84,2.13,1350408,22931
CMC038.B.bin.r.32.fa,92.91,0.0,1223300,17313
ERS11702723.bin.r.6.fa,73.69,1.09,898292,2263
ERS11702724.bin.r.6.fa,97.16,0.71,1326647,8728
ERS11702729.bin.r.6.fa,79.39,2.52,1063758,2652
ERS11702747.bin.r.9.fa,98.58,0.0,1528155,34344
ERS11702749.bin.r.4.fa,95.74,2.84,1409190,11432
ERS11702750.bin.r.3.fa,92.85,3.38,1272536,6156
ERS11702763.bin.r.3.fa,95.39,3.07,1359283,11505
ERS11702765.bin.r.1.fa,80.66,4.01,1146407,2911
ERS11702768.bin.r.4.fa,92.84,4.87,1318944,12639
ERS11702769.bin.r.6.fa,92.38,0.71,1235971,9933
ERS11702770.bin.r.2.fa,97.87,0.71,1422287,72366
ERS11702772.bin.r.6.fa,94.28,0.0,1328043,11936
ERS11702780.bin.r.12.fa,71.56,1.15,944167,2561
ERS11702792.bin.r.1.fa,94.18,0.0,1451950,18447
ERS11702793.bin.r.3.fa,89.4,2.43,1184094,5443
ERS11702799.bin.r.3.fa,97.87,0.0,1401297,44390
ERS11702800.bin.r.1.fa,89.74,2.33,1215663,4081
ERS11702802.bin.r.3.fa,97.87,0.0,1385677,20871
ERS11702804.bin.r.3.fa,97.87,0.95,1466868,22266
ERS11702808.bin.r.2.fa,95.74,0.95,1387168,12561
ERS11702809.bin.r.1.fa,98.58,4.26,1458055,35314
ERS11702814.bin.r.1.fa,98.58,0.0,1528838,38142
ERS2985743.bin.r.4.fa,98.43,1.77,1533958,42427
ERS2985744.bin.r.4.fa,98.58,0.0,1557413,48163
ERS2985748.bin.r.9.fa,96.45,0.0,1471457,42151
ERS2985749.bin.r.2.fa,84.71,3.21,1268425,6424
ERS2985751.bin.r.1.fa,97.64,0.97,1449898,23288
ERS2985760.bin.r.2.fa,97.87,2.48,1544653,39405
ERS2985761.bin.r.4.fa,78.4,3.78,1101724,3836
ERS2985763.bin.r.1.fa,62.65,1.06,844218,2904
ERS2985766.bin.r.1.fa,98.4,3.9,1511174,46109
ERS2985770.bin.r.1.fa,98.23,0.02,1586516,48970
ERS2985775.bin.r.13.fa,98.28,6.9,1660603,48507
ERS2985777.bin.r.3.fa,95.25,2.84,1465134,48908
ERS2985780.bin.r.4.fa,99.29,0.0,1549386,47420
ERS2985784.bin.r.4.fa,98.58,4.75,1484683,31715
ERS3395773.bin.r.36.fa,83.22,1.42,1015970,4225
ERS3636092.bin.r.4.fa,90.57,0.02,1172306,7984
ERS4042406.bin.r.5.fa,86.64,0.0,1157310,6091
ERS4042427.bin.r.13.fa,94.33,0.71,1251833,13379
ERS6205387.bin.r.2.fa,83.71,0.71,1080295,3813
ERS6205391.bin.r.7.fa,98.58,3.55,1541069,39681
ERS6205395.bin.r.4.fa,93.97,0.24,1418186,26578
ERS6205397.bin.r.5.fa,94.68,1.8,1328367,15720
ERS6205398.bin.r.7.fa,96.81,0.14,1360301,27353
ERS6205399.bin.r.12.fa,90.46,3.43,1216658,7092
ERS6256688.bin.r.9.fa,96.08,0.0,1348187,17580
ERS6256699.bin.r.11.fa,85.43,2.84,1153660,9522
ERSX0002001.bin.r.37.fa,75.53,2.84,1248746,50839
SRS15300801.bin.r.9.fa,96.81,1.13,1312025,19633
SRS15300811.bin.r.5.fa,97.87,0.71,1480103,28245
SRS4625245.bin.r.14.fa,81.23,0.85,987957,4575
SRS473746.bin.r.30.fa,87.94,0.0,1341362,53365
SRS6212649.bin.r.4.fa,98.56,0.89,1361364,26488
SRS6212652.bin.r.5.fa,50.19,0.0,588460,2345
SRS6212654.bin.r.3.fa,92.32,1.42,1260369,10463
SRS6212655.bin.r.3.fa,97.3,0.0,1439453,24084
SRS6212660.bin.r.1.fa,96.81,0.35,1388253,26117
SRS6212663.bin.r.9.fa,96.45,1.42,1515577,50243
SRS7967572.bin.r.1.fa,92.03,3.22,1387040,9441
SRS7967575.bin.r.1.fa,77.48,4.86,1149852,3982
ERS11702734.bin.r.2.fa,51.98,7.9,679584,1423
ERSX0004009.bin.r.3.fa,61.25,0.0,1012636,2987
ERSX0004060.bin.r.8.fa,82.58,1.06,1319514,4729
ERSX0004063.bin.r.10.fa,77.51,0.59,1244888,3136
ERSX0004065.bin.r.6.fa,53.82,1.73,699453,2687
ERSX0004067.bin.r.7.fa,93.62,0.24,1542740,10038
ERSX0004070.bin.r.3.fa,78.82,1.09,1132820,3387
ERSX0004071.bin.r.8.fa,90.87,1.09,1433364,6859
CMC035.B.bin.r.92.fa,87.64,1.3,1254495,8461
CM_periimplantitis__SP_305SPI_T016__bin.15.fa,87.41134752,1.063829787,1334578,28275
ERS11702721.bin.r.3.fa,50.39,1.42,830468,2636
ERS11702739.bin.r.5.fa,74.39,0.95,1056072,3687
ERS11702770.bin.r.8.fa,55.03,0.02,810071,4911
ERS11702789.bin.r.2.fa,55.28,1.3,916709,2849
ERS2985743.bin.r.3.fa,72.64,4.14,1147292,5475
ERS2985750.bin.r.2.fa,91.59,2.3,1323781,7247
ERS2985770.bin.r.11.fa,95.82,3.43,1498152,23572
ERS2985784.bin.r.5.fa,85.77,0.0,1379301,8992
ERS3395773.bin.r.9.fa,70.56,0.95,850867,3967
ERS3774468.bin.r.1.fa,96.81,0.24,1433107,30094
ERS3774481.bin.r.3.fa,61.07,0.0,899276,3065
ERS6205393.bin.r.9.fa,55.06,2.13,771064,2549
ERSX0002001.bin.r.47.fa,92.55,0.71,1405127,30611
ERSX0003001.bin.r.8.fa,53.1,0.0,926863,3684
ERSX0003003.bin.r.45.fa,89.12,1.54,1334370,9446
MGYG000298494.fna,95.04,1.06,1569894,21207
SRS15300802.bin.r.21.fa,66.67,3.8,1043766,2667
SRS473746.bin.r.10.fa,91.91,2.36,1357700,19821
SRS4625245.bin.r.3.fa,86.66,1.6,1278302,5916
CMC024.B.bin.r.77.fa,53.06,0.0,419198,2529
CMC024.B.bin.r.41.fa,53.74,0.95,604914,2091
CMC038.B.bin.r.123.fa,62.85,0.78,761158,2692
HMP_2012__SRS017209__bin.2.fa,51.41105201,0.177304965,630268,2733
HMP_2012__SRS023958__bin.31.fa,65.42553191,0.0,858181,3536
HMP_2012__SRS013705__bin.15.fa,84.375,0.5910165479999999,1222414,6826
HMP_2012__SRS015434__bin.29.fa,85.05171395,2.836879433,1268344,6255
HMP_2012__SRS075404__bin.53.fa,92.6713948,0.354609929,1339319,10756
HMP_2012__SRS049389__bin.44.fa,94.16075649999999,1.063829787,1455332,12104
MGYG000298965.fna,97.16,0.71,1446661,70164
ERS12516955.bin.r.8.fa,64.23,0.0,972067,3036
MGYG000298185.fna,79.19,0.0,1669213,1206461
HMP_2012__SRS016541__bin.10.fa,55.08126478,1.063829787,961511,2784
ERSX0005001.bin.r.34.fa,94.33,0.0,1404684,97539
