Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM	Strand_Interference	Strand_Adaptation	Oral_site	Industry	BinID	out_type
NODE_65_length_24831_cov_20.5418	NODE_65_length_24831_cov_20.5418@1	15057	24357	I-E	100%	100%	I-E	24	['Cas2_10_CAS-I-II-III-IV-V-VI', 'Cas1_0_IE', 'Cas6e_2_CAS-I-II-III-IV-V-VI', 'Cas5_2_CAS-I', 'Cas7_1_CAS-I-E', 'Cse2gr11_7_CAS-I-E', 'Cas8e_4_CAS-I-E', 'Cas3_0_CAS-I']	[11, 12, 13, 14, 15, 16, 17, 18]	['2.30e-30', '9.60e-106', '5.90e-51', '4.00e-49', '3.60e-129', '2.80e-35', '1.20e-112', '1.40e-61']	[0.641, 0.834, 0.976, 0.881, 0.906, 0.629, 0.869, 0.422]	[0.988, 0.993, 1.0, 0.991, 0.944, 1.0, 0.996, 0.907]	-1	-1	buccal_mucosa	industrial	HMP_2012__SRS016039__bin.1	known
NODE_21_length_32210_cov_9.66711	NODE_21_length_32210_cov_9.66711@1	2733	8742	II-A	100%	100%	II-A	9	['Csn2_0_CAS-II-A', 'Cas2_9_CAS-I-II-III-IV-V-VI', 'Cas1_4_CAS-I-II-III-IV-V-VI', 'Cas9_0_II']	[3, 4, 5, 6]	['3.30e-64', '4.20e-39', '6.50e-95', '1.50e-187']	[0.996, 0.867, 0.925, 0.832]	[1.0, 0.97, 1.0, 0.995]	-1	-1	buccal_mucosa	industrial	HMP_2012__SRS016196__bin.9	known
NODE_10_length_70518_cov_12.7931	NODE_10_length_70518_cov_12.7931@1	57585	67367	I-E	100%	100%	I-E	26	['Cas3_0_CAS-I', 'Cas8e_4_CAS-I-E', 'Cse2gr11_7_CAS-I-E', 'Cas7_1_CAS-I-E', 'Cas5_0_IE', 'Cas6e_2_CAS-I-II-III-IV-V-VI', 'Cas1_0_IE', 'Cas2_10_CAS-I-II-III-IV-V-VI']	[49, 50, 51, 52, 53, 54, 55, 56]	['3.40e-68', '5.80e-98', '2.60e-34', '2.10e-124', '7.30e-49', '4.30e-57', '3.90e-109', '2.10e-32']	[0.412, 0.851, 0.746, 0.947, 0.821, 0.974, 0.85, 0.752]	[0.907, 0.994, 0.986, 0.994, 0.991, 1.0, 0.989, 1.0]	0	1	buccal_mucosa	industrial	HMP_2012__SRS016533__bin.7	known
NODE_2_length_89929_cov_14.3408	NODE_2_length_89929_cov_14.3408@2	39318	45327	II-A	100%	100%	II-A	9	['Cas9_0_II', 'Cas1_4_CAS-I-II-III-IV-V-VI', 'Cas2_9_CAS-I-II-III-IV-V-VI', 'Csn2_0_CAS-II-A']	[38, 39, 40, 41]	['3.90e-189', '5.70e-96', '5.30e-39', '8.50e-68']	[0.945, 0.925, 0.867, 0.996]	[0.996, 1.0, 0.97, 1.0]	1	1	buccal_mucosa	industrial	HMP_2012__SRS016600__bin.5	known
NODE_60_length_47007_cov_23.3129	NODE_60_length_47007_cov_23.3129@1	9120	19569	I-G	100%	100%	I-G	20	['Csb3_0_CAS-I-U', 'Cas3_0_IU', 'Csb2gr5_0_CAS-I-U', 'Csb1gr7_0_CAS-I-U', 'Cas2_2_CAS-I-II-III-IV-V-VI', 'Cas1_0_CAS-I-II-III-IV-V-VI']	[5, 6, 7, 8, 10, 11]	['1.20e-147', '8.30e-99', '6.20e-87', '5.50e-30', '4.70e-21', '8.10e-89']	[0.977, 0.956, 0.977, 0.454, 0.63, 0.583]	[1.0, 0.984, 0.996, 0.976, 0.797, 0.987]	-1	-1	buccal_mucosa	industrial	HMP_2012__SRS017080__bin.11	known
NODE_276_length_9239_cov_4.94305	NODE_276_length_9239_cov_4.94305@1	1	5826	I-B	100%	0%	I-B	15	['Cas3_1_CAS-I', 'Cas5_8_CAS-I-B', 'Cas7_1_IB', 'Cas8b2_3_CAS-I-B', 'Cas6_0_I-III']	[1, 2, 3, 4, 5]	['5.40e-82', '3.80e-44', '4.30e-58', '7.10e-99', '4.10e-23']	[0.909, 0.723, 0.949, 0.934, 0.788]	[0.675, 0.975, 0.994, 0.998, 0.975]	-1		buccal_mucosa	industrial	HMP_2012__SRS017080__bin.4	known
NODE_7_length_193954_cov_9.26839	NODE_7_length_193954_cov_9.26839@2	85805	91804	II-A	100%	100%	II-A	9	['Cas9_0_II', 'Cas1_4_CAS-I-II-III-IV-V-VI', 'Cas2_9_CAS-I-II-III-IV-V-VI', 'Csn2_0_CAS-II-A']	[84, 86, 87, 88]	['7.90e-177', '5.50e-66', '6.60e-36', '7.90e-70']	[0.809, 0.903, 0.99, 0.996]	[0.984, 0.724, 1.0, 1.0]	1	1	buccal_mucosa	industrial	HMP_2012__SRS017127__bin.2	known
NODE_440_length_10884_cov_9.55545	NODE_440_length_10884_cov_9.55545@1	89	5860	V-A	100%	100%	V-A	8	['Cas12a_0_CAS-V-A', 'Cas4_0_V', 'Cas1_0_V', 'Cas2_11_CAS-I-II-III-IV-V-VI']	[1, 2, 3, 4]	['5.00e-253', '4.60e-53', '8.40e-99', '9.10e-18']	[0.995, 0.906, 0.966, 0.753]	[0.996, 0.989, 0.994, 0.944]	1	1	buccal_mucosa	industrial	HMP_2012__SRS017215__bin.4	known
NODE_1_length_232089_cov_9.23752	NODE_1_length_232089_cov_9.23752@1	21705	23153	II-A	0%	100%	II-A	7	['Cas1_4_CAS-I-II-III-IV-V-VI', 'Cas2_9_CAS-I-II-III-IV-V-VI', 'Csn2_0_CAS-II-A']	[29, 30, 31]	['1.90e-50', '3.30e-39', '1.30e-65']	[0.84, 0.961, 0.996]	[0.491, 0.97, 1.0]		1	buccal_mucosa	industrial	HMP_2012__SRS017537__bin.1	known
NODE_256_length_7858_cov_5.02525	NODE_256_length_7858_cov_5.02525@1	1899	7764	II-A	100%	100%	II-A	9	['Csn2_2_CAS-II-A', 'Cas2_5_CAS-I-II-III-IV-V-VI', 'Cas1_4_CAS-I-II-III-IV-V-VI', 'Cas9_0_II']	[1, 2, 3, 4]	['4.00e-143', '1.30e-31', '6.40e-98', '4.20e-221']	[0.989, 0.954, 0.744, 0.769]	[1.0, 0.888, 0.996, 0.984]	-1	-1	buccal_mucosa	industrial	HMP_2012__SRS017687__bin.3	known
NODE_1038_length_4175_cov_2.62209	NODE_1038_length_4175_cov_2.62209@1	2	4130	III-A	60%		III-A	9	['Csm3gr7_1_CAS-III-A-III-D', 'Csm2gr11_7_CAS-III-A', 'Cas10_1_CAS-III', 'Cas6_0_CAS-I-II-III-IV-V-VI']	[1, 2, 3, 4]	['5.60e-68', '3.50e-20', '2.30e-146', '1.10e-26']	[0.975, 0.686, 0.787, 0.755]	[0.944, 0.964, 0.919, 0.876]	-1		buccal_mucosa	industrial	HMP_2012__SRS017687__bin.4	known
NODE_190_length_11287_cov_4.03891	NODE_190_length_11287_cov_4.03891@1	1517	9957	III-A	100%		III-A	16	['Cas6_0_CAS-I-II-III-IV-V-VI', 'Cas10_1_CAS-III', 'Csm2gr11_7_CAS-III-A', 'Csm3gr7_1_CAS-III-A-III-D', 'Csm4gr5_1_CAS-III-A', 'Csm5gr7_0_CAS-III-A-III-D', 'Csm6_1_CAS-III', 'Csm6_1_CAS-III']	[1, 2, 3, 4, 5, 6, 7, 8]	['6.20e-27', '1.00e-170', '1.80e-23', '1.20e-72', '1.30e-41', '4.50e-31', '2.10e-78', '3.80e-86']	[0.783, 0.83, 0.921, 0.9, 0.983, 0.789, 0.829, 0.858]	[0.912, 1.0, 0.982, 0.963, 0.968, 0.773, 0.897, 0.983]	1		buccal_mucosa	industrial	HMP_2012__SRS017810__bin.5	known
NODE_216_length_10228_cov_4.39772	NODE_216_length_10228_cov_4.39772@1	1838	10081	III-A	100%		III-A	16	['Cas6_0_CAS-I-II-III-IV-V-VI', 'Cas10_1_CAS-III', 'Csm2gr11_7_CAS-III-A', 'Csm3gr7_1_CAS-III-A-III-D', 'Csm4gr5_1_CAS-III-A', 'Csm5gr7_0_CAS-III-A-III-D', 'Csm6_1_CAS-III', 'Csm6_1_CAS-III']	[1, 2, 3, 4, 5, 6, 7, 8]	['1.60e-28', '2.80e-165', '7.80e-24', '5.40e-73', '3.40e-39', '3.60e-21', '3.30e-76', '1.40e-86']	[0.791, 0.828, 0.921, 0.919, 0.987, 0.624, 0.832, 0.856]	[0.912, 1.0, 0.982, 0.981, 0.984, 0.534, 0.9, 0.981]	1		buccal_mucosa	industrial	HMP_2012__SRS017810__bin.5	known
NODE_141_length_29169_cov_191.455	NODE_141_length_29169_cov_191.455@1	188	11414	I-C	100%	100%	I-C	23	['Cas3HD_0_CAS-I', 'Cas3_1_CAS-I', 'Cas5_1_CAS-I-C', 'Cas8c_1_CAS-I-C', 'Cas7_1_CAS-I-C', 'Cas4_0_I-II', 'Cas1_0_IC', 'Cas2_2_CAS-I-II-III-IV-V-VI']	[1, 2, 4, 5, 6, 7, 11, 12]	['8.10e-36', '1.80e-40', '3.30e-88', '2.60e-188', '7.70e-118', '2.30e-42', '1.40e-148', '6.80e-26']	[0.583, 0.522, 0.942, 0.976, 0.969, 0.822, 0.988, 0.847]	[0.97, 0.301, 1.0, 0.998, 0.996, 1.0, 1.0, 0.987]	1	1	buccal_mucosa	industrial	HMP_2012__SRS018149__bin.21	known
NODE_266_length_18872_cov_4.85215	NODE_266_length_18872_cov_4.85215@1	3012	9078	II-A	100%	100%	II-A	9	['Cas9_1_II', 'Csn2_1_CAS-II-A', 'Cas2_5_CAS-I-II-III-IV-V-VI', 'Cas1_4_CAS-I-II-III-IV-V-VI']	[2, 3, 4, 5]	['1.10e-297', '1.50e-85', '8.70e-45', '6.60e-95']	[0.997, 0.978, 0.963, 0.931]	[0.999, 0.991, 0.914, 0.996]	-1	-1	buccal_mucosa	industrial	HMP_2012__SRS018149__bin.4	known
NODE_1489_length_12389_cov_9.02043	NODE_1489_length_12389_cov_9.02043@1	2	6689	II-A	100%	33%	II-A	5	['Cas9_0_II', 'Csn2_0_CAS-II-A']	[1, 3]	['2.10e-137', '1.20e-03']	[0.893, 0.33]	[0.955, 0.408]	-1	-1	buccal_mucosa	industrial	HMP_2012__SRS018443__bin.32	known
NODE_8696_length_3213_cov_4.15009	NODE_8696_length_3213_cov_4.15009@1	333	3213	III-A	60%		III-A	8	['Csm5gr7_0_CAS-III-A-III-D', 'Csm4gr5_1_CAS-III-A', 'Csm3gr7_1_CAS-III-A-III-D']	[2, 3, 4]	['3.20e-27', '3.40e-22', '8.00e-59']	[0.85, 0.91, 0.888]	[0.934, 0.898, 0.907]	-1		buccal_mucosa	industrial	HMP_2012__SRS018443__bin.33	known
NODE_331_length_38595_cov_20.3393	NODE_331_length_38595_cov_20.3393@3	22515	38594	III-D	67%		III-D	16	['Cas6_10_CAS-I-II-III-IV-V-VI', 'Cas1_0_CAS-I-II-III-IV-V-VI', 'Cas2_2_CAS-I-II-III-IV-V-VI', 'Cas10_7_CAS-III', 'Csm3gr7_11_CAS-III-A-III-D', 'Csx10gr5_2_CAS-III-D', 'Csm3gr7_2_CAS-III-A-III-D', 'Csx19_7_CAS-III-D', 'Csm3gr7_4_CAS-III-A-III-D', 'CasR_0_CAS-III-B-III-D', 'Csx1_7_CAS-III', 'Csx20_0_CAS-I-III']	[22, 23, 24, 28, 29, 30, 31, 32, 33, 34, 35, 36]	['6.90e-47', '4.30e-72', '8.50e-24', '1.90e-84', '2.30e-18', '1.80e-66', '6.60e-37', '3.50e-49', '3.10e-121', '1.40e-41', '1.60e-15', '2.20e-29']	[0.923, 0.414, 0.846, 0.711, 0.88, 0.812, 0.777, 0.974, 0.968, 0.913, 0.695, 1.0]	[0.91, 0.968, 0.975, 0.971, 0.819, 0.863, 0.994, 0.993, 0.98, 0.957, 0.971, 0.786]	1		buccal_mucosa	industrial	HMP_2012__SRS018443__bin.35	known
NODE_97_length_70188_cov_16.1891	NODE_97_length_70188_cov_16.1891@1	40784	49024	I-B	100%	100%	I-B	22	['Cas1_6_CAS-I-II-III-IV-V-VI', 'Cas2_2_CAS-I-II-III-IV-V-VI', 'Cas4_5_CAS-I-II-III-IV-V-VI', 'Cas3_1_CAS-I', 'Cas5_7_CAS-I-B', 'Cas7_1_CAS-I-B', 'Cas8b1_3_CAS-I-B', 'Cas6_7_CAS-I-II-III-IV-V-VI']	[40, 41, 42, 43, 44, 45, 46, 47]	['3.80e-80', '7.20e-19', '1.40e-35', '1.20e-54', '1.60e-25', '5.00e-78', '1.20e-20', '6.40e-08']	[0.964, 0.871, 0.946, 0.821, 0.987, 0.922, 0.635, 0.865]	[0.991, 0.962, 0.988, 0.868, 0.983, 0.972, 0.635, 0.929]	-1	-1	buccal_mucosa	industrial	HMP_2012__SRS018443__bin.35	known
NODE_3679_length_6238_cov_5.18179	NODE_3679_length_6238_cov_5.18179@1	170	6125	I-C	100%	0%	I-C	14	['Cas7_2_CAS-I-C', 'Cas8c_3_CAS-I-C', 'Cas5_0_IC', 'Cas3_1_CAS-I']	[1, 2, 3, 4]	['6.40e-101', '1.00e-132', '4.70e-78', '9.50e-56']	[0.958, 0.96, 0.877, 0.587]	[0.933, 0.995, 0.995, 0.626]	-1		buccal_mucosa	industrial	HMP_2012__SRS018443__bin.43	known
NODE_451_length_30845_cov_15.3536	NODE_451_length_30845_cov_15.3536@1	345	7941	III-A	100%		III-A	16	['Cas6_0_CAS-I-II-III-IV-V-VI', 'Cas10_1_CAS-III', 'Csm2gr11_7_CAS-III-A', 'Csm3gr7_1_CAS-III-A-III-D', 'Csm4gr5_1_CAS-III-A', 'Csm5gr7_0_CAS-III-A-III-D', 'Csm6_3_CAS-III']	[1, 2, 3, 4, 5, 6, 7]	['1.20e-26', '4.60e-146', '1.70e-19', '2.00e-68', '1.40e-41', '1.00e-35', '6.70e-36']	[0.755, 0.807, 0.676, 0.835, 0.977, 0.739, 0.754]	[0.876, 0.942, 0.936, 0.967, 0.975, 0.732, 0.877]	1		buccal_mucosa	industrial	HMP_2012__SRS018443__bin.44	known
NODE_2007_length_9835_cov_4.02127	NODE_2007_length_9835_cov_4.02127@1	100	5081	I-C	75%	0%	I-C	10	['Cas8c_0_IC', 'Cas5_0_CAS-I-C', 'Cas3_1_CAS-I']	[2, 3, 4]	['2.40e-130', '2.60e-77', '1.00e-60']	[0.978, 0.917, 0.551]	[0.997, 0.995, 0.576]	-1		buccal_mucosa	industrial	HMP_2012__SRS018443__bin.45	known
NODE_9863_length_2910_cov_5.42557	NODE_9863_length_2910_cov_5.42557@1	3	2908	III-D	50%		III-D	7	['Csx10gr5_1_CAS-III-D', 'Csm3gr7_11_CAS-III-A-III-D', 'Cas10_7_CAS-III']	[1, 2, 3]	['7.00e-13', '1.00e-32', '2.50e-56']	[0.854, 0.941, 0.753]	[0.753, 0.931, 0.715]	-1		buccal_mucosa	industrial	HMP_2012__SRS018443__bin.46	known
NODE_74_length_82826_cov_17.0552	NODE_74_length_82826_cov_17.0552@2	18647	32588	III-D	50%		III-D	10	['PD_DExK_0_CAS-I-II-III-IV-V-VI', 'Cas6_0_I-III', 'CasR_4_CAS-III-D', 'Cas10_7_CAS-III', 'Csm3gr7_11_CAS-III-A-III-D', 'Csm3gr7_2_CAS-III-A-III-D', 'Csx19_1_CAS-III-D', 'Csm3gr7_4_CAS-III-A-III-D', 'CorA_0_CAS-III-B-III-D']	[14, 17, 18, 20, 21, 22, 23, 24, 25]	['4.30e-49', '7.10e-23', '2.30e-08', '2.60e-62', '2.10e-29', '2.70e-23', '1.70e-06', '2.30e-66', '6.40e-06']	[0.455, 0.751, 0.445, 0.772, 0.319, 0.574, 0.64, 0.661, 0.305]	[1.0, 0.97, 0.443, 0.973, 0.931, 0.972, 0.64, 0.6, 0.871]	1		buccal_mucosa	industrial	HMP_2012__SRS018443__bin.53	known
NODE_1118_length_15476_cov_29.7006	NODE_1118_length_15476_cov_29.7006@1	1	15474	III-D	50%		III-D	10	['Unk_01_1_CAS-III-D', 'CasR_0_CAS-III-D', 'Cas10_0_III', 'Csm3gr7_12_CAS-III-A-III-D', 'Csx19_4_CAS-III-D', 'Csm3gr7_4_CAS-III-A-III-D', 'CorA_1_CAS-III-D', 'CasR_0_CAS-III-D']	[1, 2, 3, 5, 6, 7, 8, 9]	['1.60e-62', '7.30e-174', '1.90e-107', '1.10e-28', '5.00e-75', '2.20e-50', '8.80e-258', '5.40e-122']	[0.768, 0.997, 0.794, 0.668, 0.943, 0.783, 0.974, 0.972]	[0.925, 0.986, 0.995, 0.995, 0.953, 0.77, 0.956, 0.936]	1		buccal_mucosa	industrial	HMP_2012__SRS018443__bin.6	known
NODE_41_length_99822_cov_33.2458	NODE_41_length_99822_cov_33.2458@3	57546	65726	I-E	100%	50%	I-E	22	['Cas1_0_IE', 'Cas6e_2_CAS-I-II-III-IV-V-VI', 'Cas5_2_CAS-I', 'Cas7_1_CAS-I-E', 'Cse2gr11_7_CAS-I-E', 'Cas8e_4_CAS-I-E', 'Cas3_0_CAS-I']	[45, 46, 47, 48, 49, 50, 51]	['1.00e-105', '6.50e-51', '4.20e-49', '4.50e-129', '2.50e-34', '4.70e-112', '8.90e-62']	[0.834, 0.976, 0.881, 0.906, 0.665, 0.866, 0.434]	[0.993, 1.0, 0.991, 0.944, 1.0, 0.996, 0.833]	-1	-1	buccal_mucosa	industrial	HMP_2012__SRS018443__bin.6	known
NODE_2245_length_9079_cov_7.46022	NODE_2245_length_9079_cov_7.46022@1	3263	9074	III-A	100%		III-A	16	['Cas10_1_CAS-III', 'Csm2gr11_7_CAS-III-A', 'Csm3gr7_1_CAS-III-A-III-D', 'Csm4gr5_1_CAS-III-A', 'Csm5_0_IIIA']	[5, 6, 7, 8, 9]	['4.20e-155', '2.00e-27', '1.20e-64', '3.10e-20', '2.20e-19']	[0.737, 0.873, 0.825, 0.961, 0.839]	[0.898, 0.973, 0.958, 0.949, 0.887]	1		buccal_mucosa	industrial	HMP_2012__SRS018443__bin.62	known
NODE_2366_length_8722_cov_3.64878	NODE_2366_length_8722_cov_3.64878@1	248	8721	III-A	40%		III-A	9	['Cas2_2_CAS-I-II-III-IV-V-VI', 'Csx1_8_CAS-III', 'Can2_Card1_17_CAS-III', 'Csx16_3_CAS-I-III', 'Cas6_10_CAS-I-II-III-IV-V-VI', 'Csm5gr7_3_CAS-III-A-III-D', 'Csm4gr5_0_CAS-III-A-III-D']	[2, 5, 6, 7, 8, 9, 10]	['4.20e-14', '2.90e-76', '1.90e-129', '1.10e-34', '4.60e-97', '5.00e-27', '2.40e-35']	[0.695, 0.573, 0.987, 0.907, 0.98, 0.53, 0.899]	[0.835, 0.995, 0.995, 0.967, 0.975, 0.647, 0.303]	-1		buccal_mucosa	industrial	HMP_2012__SRS018443__bin.69	known
NODE_4922_length_5017_cov_4.47098	NODE_4922_length_5017_cov_4.47098@1	1	4657	I-C	50%	100%	I-C	15	['Cas8c_0_IC', 'Cas7_2_CAS-I-C', 'Cas4_0_I-II', 'Cas1_0_IC', 'Cas2_4_CAS-I-II-III-IV-V-VI']	[1, 2, 3, 4, 5]	['7.30e-133', '1.80e-131', '8.20e-37', '7.40e-145', '8.20e-30']	[0.983, 0.993, 0.844, 0.988, 0.929]	[0.969, 0.989, 0.983, 0.997, 0.978]	1	1	buccal_mucosa	industrial	HMP_2012__SRS018443__bin.69	known
NODE_4908_length_5030_cov_4.31457	NODE_4908_length_5030_cov_4.31457@1	43	4798	I-C	50%	100%	I-C	15	['Cas8c_0_IC', 'Cas7_2_CAS-I-C', 'Cas4_0_I-II', 'Cas1_0_IC', 'Cas2_4_CAS-I-II-III-IV-V-VI']	[1, 2, 3, 4, 5]	['5.80e-133', '1.70e-125', '3.20e-32', '6.00e-143', '2.50e-29']	[0.978, 0.993, 0.844, 0.988, 0.929]	[0.997, 0.989, 0.983, 0.997, 0.978]	1	1	buccal_mucosa	industrial	HMP_2012__SRS018443__bin.69	known
NODE_150_length_58884_cov_18.165	NODE_150_length_58884_cov_18.165@2	33677	58882	III-D	50%		III-D	11	['CasR_4_CAS-III-D', 'Csm3gr7_4_CAS-III-A-III-D', 'Csx19_1_CAS-III-D', 'Csm3gr7_2_CAS-III-A-III-D', 'Cas10_7_CAS-III', 'CasR_4_CAS-III-D', 'Csx1_7_CAS-III', 'Csm3gr7_4_CAS-III-A-III-D', 'Csx19_1_CAS-III-D', 'Csm3gr7_12_CAS-III-A-III-D', 'Cas10_7_CAS-III', 'Cas6_7_CAS-I-II-III-IV-V-VI', 'Csx20_1_CAS-I-III']	[31, 32, 33, 34, 36, 37, 39, 41, 42, 43, 45, 46, 47]	['2.80e-239', '1.30e-63', '3.90e-11', '3.70e-27', '1.70e-59', '7.90e-291', '6.00e-41', '1.90e-76', '7.10e-09', '1.70e-25', '2.00e-60', '9.30e-40', '7.90e-28']	[0.973, 0.936, 0.637, 0.65, 0.733, 0.998, 0.782, 0.808, 0.655, 0.691, 0.758, 0.988, 0.991]	[0.972, 0.939, 0.625, 0.994, 0.971, 1.0, 0.981, 0.811, 0.62, 0.995, 0.963, 0.975, 0.952]	-1		buccal_mucosa	industrial	HMP_2012__SRS018443__bin.8	known
NODE_2364_length_8723_cov_19.2483	NODE_2364_length_8723_cov_19.2483@1	175	8588	III-D	50%		III-D	8	['Cas10_7_CAS-III', 'Csm3gr7_11_CAS-III-A-III-D', 'Csm3gr7_12_CAS-III-A-III-D', 'Csx19_1_CAS-III-D', 'Csm3gr7_4_CAS-III-A-III-D', 'Csx1_7_CAS-III']	[1, 2, 3, 4, 5, 6]	['3.70e-72', '5.90e-30', '1.70e-26', '5.60e-09', '9.60e-76', '3.80e-41']	[0.79, 0.333, 0.798, 0.453, 0.826, 0.783]	[0.832, 0.931, 0.995, 0.44, 0.859, 0.977]	1		buccal_mucosa	industrial	HMP_2012__SRS018443__bin.8	known
NODE_311_length_39767_cov_19.6148	NODE_311_length_39767_cov_19.6148@1	27489	36785	I-E	100%	50%	I-E	24	['Cas3_0_CAS-I', 'Cas8e_4_CAS-I-E', 'Cse2gr11_5_CAS-I-E', 'Cas7_1_CAS-I-E', 'Cas5_0_IE', 'Cas6e_2_CAS-I-II-III-IV-V-VI', 'Cas1_0_IE', 'DEDDh_0_CAS-I-II-III-IV-V-VI']	[18, 19, 20, 21, 22, 23, 24, 25]	['2.30e-68', '8.40e-91', '1.40e-66', '1.10e-118', '7.70e-45', '2.60e-45', '4.20e-106', '2.70e-32']	[0.468, 0.894, 0.984, 0.943, 0.657, 0.981, 0.873, 0.52]	[0.992, 0.985, 0.975, 0.992, 0.774, 0.995, 0.993, 0.994]	1	1	buccal_mucosa	industrial	HMP_2012__SRS018443__bin.8	known
NODE_18_length_11090_cov_5.94092	NODE_18_length_11090_cov_5.94092@1	3	5343	I-G	100%	0%	I-G	18	['Cas3_0_IU', 'Cas8u2_2_CAS-I-U', 'Cas6e_1_CAS-I-II-III-IV-V-VI', 'Csb1_0_IU', 'Csb2gr5_0_CAS-I-U']	[1, 2, 3, 4, 5]	['4.50e-147', '1.90e-160', '2.10e-09', '4.20e-74', '2.90e-33']	[0.978, 0.993, 0.724, 0.507, 0.704]	[0.429, 0.965, 0.703, 1.0, 0.596]	1		buccal_mucosa	industrial	HMP_2012__SRS018569__bin.1	known
NODE_4_length_144959_cov_16.1911	NODE_4_length_144959_cov_16.1911@2	70305	80478	I-C	100%	100%	I-C	21	['Cas3_1_CAS-I', 'Cas5_0_IC', 'Cas8c_1_CAS-I-C', 'Cas7_0_IC', 'Cas4_0_I-II', 'Cas1_0_IC', 'Cas2_2_CAS-I-II-III-IV-V-VI']	[64, 65, 66, 67, 68, 70, 71]	['6.80e-64', '2.80e-73', '1.00e-161', '2.50e-86', '2.30e-41', '1.10e-149', '1.60e-25']	[0.548, 0.829, 0.964, 0.913, 0.822, 0.988, 0.847]	[0.597, 0.99, 0.996, 0.887, 1.0, 1.0, 0.987]	1	1	buccal_mucosa	industrial	HMP_2012__SRS018661__bin.4	known
NODE_78_length_26984_cov_7.2615	NODE_78_length_26984_cov_7.2615@1	12190	18202	II-A	100%	100%	II-A	9	['Csn2_0_CAS-II-A', 'Cas2_9_CAS-I-II-III-IV-V-VI', 'Cas1_4_CAS-I-II-III-IV-V-VI', 'Cas9_0_II']	[9, 10, 11, 12]	['9.40e-65', '9.70e-39', '2.20e-94', '2.80e-187']	[0.996, 0.952, 0.925, 0.89]	[1.0, 0.98, 1.0, 0.995]	-1	-1	buccal_mucosa	industrial	HMP_2012__SRS018971__bin.12	known
NODE_248_length_14167_cov_23.2992	NODE_248_length_14167_cov_23.2992@1	4071	13853	I-E	100%	100%	I-E	26	['Cas3_0_CAS-I', 'Cas8e_4_CAS-I-E', 'Cse2gr11_7_CAS-I-E', 'Cas7_1_CAS-I-E', 'Cas5_0_IE', 'Cas6e_2_CAS-I-II-III-IV-V-VI', 'Cas1_0_IE', 'Cas2_10_CAS-I-II-III-IV-V-VI']	[5, 6, 7, 8, 9, 10, 11, 12]	['4.80e-68', '1.10e-97', '4.80e-34', '4.90e-124', '1.30e-48', '7.90e-57', '7.10e-109', '3.80e-32']	[0.412, 0.851, 0.746, 0.947, 0.821, 0.974, 0.85, 0.752]	[0.907, 0.994, 0.986, 0.994, 0.991, 1.0, 0.989, 1.0]	0	1	buccal_mucosa	industrial	HMP_2012__SRS018971__bin.9	known
NODE_146_length_30991_cov_12.8493	NODE_146_length_30991_cov_12.8493@1	20411	30482	I-C	50%	100%	I-C	15	['TnsC_0_V-K', 'Cas8c_1_CAS-I-C', 'Cas7_2_CAS-I-C', 'Cas4_0_I-II', 'Cas1_0_IC', 'Cas2_2_CAS-I-II-III-IV-V-VI']	[39, 43, 44, 46, 48, 49]	['2.40e-08', '6.80e-133', '3.30e-97', '1.00e-41', '7.50e-150', '7.10e-27']	[0.451, 0.959, 0.914, 0.829, 0.988, 0.847]	[0.498, 0.84, 0.859, 1.0, 1.0, 0.987]	1	1	buccal_mucosa	industrial	HMP_2012__SRS019073__bin.17	known
NODE_292_length_19229_cov_13.1368	NODE_292_length_19229_cov_13.1368@1	12088	19085	I-C	100%	0%	I-C	16	['Cas3HD_0_CAS-I', 'Cas3_1_CAS-I', 'Cas5_1_CAS-I-C', 'Cas8c_0_IC', 'Cas7_0_IC']	[13, 14, 15, 16, 17]	['1.90e-37', '7.10e-57', '4.70e-79', '1.10e-151', '3.20e-109']	[0.643, 0.494, 0.935, 0.976, 0.969]	[0.97, 0.558, 0.99, 0.995, 0.993]	1		buccal_mucosa	industrial	HMP_2012__SRS019073__bin.22	known
NODE_608_length_11104_cov_15.6089	NODE_608_length_11104_cov_15.6089@1	1373	11005	I-C	100%	0%	I-C	14	['Cas3HD_0_CAS-I', 'Cas5_1_CAS-I-C', 'Cas8c_1_CAS-I-C', 'Cas7_1_CAS-I-C']	[2, 6, 7, 8]	['6.20e-38', '4.30e-87', '3.20e-189', '7.80e-118']	[0.628, 0.942, 0.976, 0.969]	[0.97, 1.0, 0.998, 0.996]	1		buccal_mucosa	industrial	HMP_2012__SRS019073__bin.22	known
