genome1,genome2,dist,similarity
ERS5113011_24.0.refbinned.fa,GCA_017434555.1_ASM1743455v1_genomic.fna,0.263022,0.736978
GCA_009776495.1_ASM977649v1_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.295981,0.704019
GCF_002072215.1_ASM207221v1_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.295981,0.704019
GCA_902770905.1_Rumen_uncultured_genome_RUG11608_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.23010999,0.76989
ERS3774469-megahit_013.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,1.0,0.0
ERS2985750-megahit_019.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.21089697,0.78910303
ERSX0003003-megahit_035.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.263022,0.736978
GCA_902765435.1_Rumen_uncultured_genome_RUG11063_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.23010999,0.76989
ERS11702749-megahit_003.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.21089697,0.78910303
SRS4625248-megahit_007.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.263022,0.736978
ERS6256693-megahit_008.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.263022,0.736978
ERS6256687_22.0.refbinned.fa,GCA_017434555.1_ASM1743455v1_genomic.fna,1.0,0.0
GCA_902770085.1_Rumen_uncultured_genome_RUG11531_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.13694799,0.863052
ERS6256716-megahit_012.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.263022,0.736978
ERS11702763-megahit_001.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.219531,0.780469
GCA_902789505.1_Rumen_uncultured_genome_RUG13476_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.219531,0.780469
ERS11702769-megahit_005.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.21089697,0.78910303
SRS3078091-megahit_012.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.295981,0.704019
ERS4042406-megahit_013.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.263022,0.736978
ERS3774470-megahit_003.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.243761,0.756239
GCA_902777475.1_Rumen_uncultured_genome_RUG12275_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,1.0,0.0
SRS15300802-megahit_012.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.21089697,0.78910303
GCF_001548675.1_ASM154867v1_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.243761,0.756239
GCA_002505605.1_ASM250560v1_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.295981,0.704019
ERS6256702-megahit_001.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.23010999,0.76989
ERS3774460-megahit_001.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.243761,0.756239
GCF_000189955.1_ASM18995v2_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.23010999,0.76989
ERS2985743-megahit_006.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.219531,0.780469
SRS3078158-megahit_001.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.23010999,0.76989
GCA_016291275.1_ASM1629127v1_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.295981,0.704019
GCA_900321995.1_Rumen_uncultured_genome_RUG748_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.295981,0.704019
GCA_902764455.1_Rumen_uncultured_genome_RUG10962_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.263022,0.736978
SRS6212650-megahit_004.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.23010999,0.76989
ERS6256686-megahit_005.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.295981,0.704019
GCA_902774685.1_Rumen_uncultured_genome_RUG11990_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.295981,0.704019
ERS11702777-megahit_001.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.219531,0.780469
ERS3774458-megahit_001.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.243761,0.756239
GCA_902774705.1_Rumen_uncultured_genome_RUG11996_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.23010999,0.76989
ERS11702810-megahit_008.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.219531,0.780469
SRS11653539-megahit_001.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.263022,0.736978
ERS2985769-megahit_011.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.219531,0.780469
ERS11702732-megahit_006.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.219531,0.780469
GCA_017433025.1_ASM1743302v1_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.15422297,0.84577703
SRS7212789-megahit_006.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.263022,0.736978
GCA_017431965.1_ASM1743196v1_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.20360398,0.796396
GCA_902765275.1_Rumen_uncultured_genome_RUG11042_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.263022,0.736978
ERSX0004014-megahit_001.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.21089697,0.78910303
SRS15300800-megahit_005.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.219531,0.780469
ERSX0003001-megahit_022.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.243761,0.756239
GCA_902800615.1_Rumen_uncultured_genome_RUG14594_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.21089697,0.78910303
ERS11702762-megahit_004.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.21089697,0.78910303
GCA_900317075.1_Rumen_uncultured_genome_RUG256_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.243761,0.756239
ERS11702809_25.0.refbinned.fa,GCA_017434555.1_ASM1743455v1_genomic.fna,0.243761,0.756239
ERS6256708-megahit_004.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.23010999,0.76989
GCA_902769795.1_Rumen_uncultured_genome_RUG11503_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,1.0,0.0
ERS2985770-megahit_006.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.219531,0.780469
GCA_905234905.1_RUG30194_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.23010999,0.76989
ERS11702793-megahit_001.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.219531,0.780469
ERS11702792-megahit_004.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.243761,0.756239
GCF_000190135.1_ASM19013v2_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.243761,0.756239
ERS11702754-megahit_001.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.219531,0.780469
ERS2985759-megahit_006.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.21089697,0.78910303
ERS6205399-megahit_004.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.243761,0.756239
ERSX0004084-megahit_001.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.219531,0.780469
ERS6256688-megahit_008.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.295981,0.704019
ERS6256719_24.0.refbinned.fa,GCA_017434555.1_ASM1743455v1_genomic.fna,0.243761,0.756239
ERSX0004003-megahit_004.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.21089697,0.78910303
GCA_902798395.1_Rumen_uncultured_genome_RUG14364_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.243761,0.756239
ERS6205396-megahit_004.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.263022,0.736978
ERS6205385-megahit_004.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,1.0,0.0
GCA_900313645.1_Rumen_uncultured_genome_RUG823_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.243761,0.756239
ERSX0004033_24.0.refbinned.fa,GCA_017434555.1_ASM1743455v1_genomic.fna,0.243761,0.756239
GCA_905235195.1_RUG30209_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.23010999,0.76989
GCA_003315655.1_ASM331565v1_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,1.0,0.0
GCA_009777005.1_ASM977700v1_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,1.0,0.0
ERS6205401-megahit_002.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.243761,0.756239
ERS3774464-megahit_012.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.23010999,0.76989
SRS4625245-megahit_024.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.21089697,0.78910303
GCA_902784455.1_Rumen_uncultured_genome_RUG12982_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.23010999,0.76989
ERSX0004082-megahit_001.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.295981,0.704019
ERS11702774-megahit_009.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.21089697,0.78910303
GCA_902767825.1_Rumen_uncultured_genome_RUG11303_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.295981,0.704019
GCA_902771435.1_Rumen_uncultured_genome_RUG11674_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.23010999,0.76989
ERS11702750-megahit_001.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.219531,0.780469
SRS3078091-megahit_001.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.23010999,0.76989
ERS6636154-megahit_001.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.243761,0.756239
GCA_902784715.1_Rumen_uncultured_genome_RUG12995_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.243761,0.756239
GCA_902800515.1_Rumen_uncultured_genome_RUG14577_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.295981,0.704019
GCF_000513315.1_ANOR1_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.295981,0.704019
SRS4625250-megahit_009.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,1.0,0.0
GCF_002813085.1_ASM281308v1_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.243761,0.756239
ERSX0003002-megahit_021.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.295981,0.704019
ERS2985776-megahit_006.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.21089697,0.78910303
ERS6205394-megahit_003.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.243761,0.756239
SRS6212661-megahit_005.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.21089697,0.78910303
SRS11653565-megahit_001.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,1.0,0.0
SRS15300793-megahit_002.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.21089697,0.78910303
GCA_015062935.1_ASM1506293v1_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.21089697,0.78910303
SRS3078163-megahit_014.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.243761,0.756239
GCA_902769175.1_Rumen_uncultured_genome_RUG11428_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.295981,0.704019
GCA_902778345.1_Rumen_uncultured_genome_RUG12365_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.23010999,0.76989
ERS3774482-megahit_002.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.23010999,0.76989
SRS7212792-megahit_004.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.219531,0.780469
ERS11702742-megahit_001.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.219531,0.780469
ERS3774436-megahit_003.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,1.0,0.0
ERS6256704-megahit_011.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.243761,0.756239
CMC010.B-metaspades_067.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.295981,0.704019
CMC038.A-metaspades_058.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.263022,0.736978
ERS11702775-megahit_007.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,1.0,0.0
GCA_017652345.1_ASM1765234v1_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.219531,0.780469
GCF_000621965.1_ASM62196v1_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.295981,0.704019
GCA_900313195.1_Rumen_uncultured_genome_RUG787_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.263022,0.736978
SRS15300795-megahit_010.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.21089697,0.78910303
GCA_017410345.1_ASM1741034v1_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.263022,0.736978
SRS11653610-megahit_003.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.23010999,0.76989
SRS6212652-megahit_006.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.21089697,0.78910303
ERSX0004007-megahit_002.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.21089697,0.78910303
SRS11653562-megahit_001.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,1.0,0.0
ERS11702808-megahit_003.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.219531,0.780469
ERS6256706_26.0.refbinned.fa,GCA_017434555.1_ASM1743455v1_genomic.fna,0.243761,0.756239
SRS15300786-megahit_007.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.219531,0.780469
ERS11702772-megahit_001.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.21089697,0.78910303
CMC035.B-metaspades_091.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.263022,0.736978
ERSX0004018-megahit_006.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.21089697,0.78910303
ERS11702751-megahit_004.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.21089697,0.78910303
SRS3078097-megahit_008.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.295981,0.704019
SRS6212654-megahit_005.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.21089697,0.78910303
SRS11653538-megahit_005.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.243761,0.756239
GCF_000024185.1_ASM2418v1_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.263022,0.736978
CMC038.B-metaspades_131.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.295981,0.704019
SRS11653539-megahit_004.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,1.0,0.0
ERS2985760-megahit_001.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.263022,0.736978
GCF_001315885.1_ASM131588v1_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.295981,0.704019
GCA_902774605.1_Rumen_uncultured_genome_RUG11987_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.243761,0.756239
SRS3078181-megahit_004.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,1.0,0.0
SRS11653570-megahit_001.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.295981,0.704019
ERS11702799-megahit_002.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.295981,0.704019
GCA_902768415.1_Rumen_uncultured_genome_RUG11363_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.243761,0.756239
GCA_902785665.1_Rumen_uncultured_genome_RUG13094_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.243761,0.756239
ERS11702787-megahit_004.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.219531,0.780469
ERS6256726-megahit_004.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.263022,0.736978
GCA_017434525.1_ASM1743452v1_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.219531,0.780469
ERSX0003002-megahit_006.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.219531,0.780469
GCA_017432245.1_ASM1743224v1_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.295981,0.704019
SRS7212800-megahit_001.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.263022,0.736978
GCA_902788045.1_Rumen_uncultured_genome_RUG13330_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.295981,0.704019
SRS6212663-megahit_005.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.243761,0.756239
ERS11702766-megahit_002.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.263022,0.736978
ERS11702765-megahit_003.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.23010999,0.76989
ERS6636090-megahit_006.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.295981,0.704019
GCA_017646885.1_ASM1764688v1_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.263022,0.736978
GCF_001639295.1_ASM163929v1_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,1.0,0.0
GCA_900319875.1_Rumen_uncultured_genome_RUG526_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.243761,0.756239
ERS6205387-megahit_006.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.263022,0.736978
ERS11702789-megahit_003.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.23010999,0.76989
GCA_017553445.1_ASM1755344v1_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.149777,0.850223
GCA_017427765.1_ASM1742776v1_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.20360398,0.796396
GCF_001639275.1_ASM163927v1_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.21089697,0.78910303
GCA_902796575.1_Rumen_uncultured_genome_RUG14185_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.219531,0.780469
GCF_001639265.1_ASM163926v1_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,1.0,0.0
SRS3078160-megahit_007.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.23010999,0.76989
GCF_900103415.1_IMG-taxon_2593339167_annotated_assembly_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.16768801,0.832312
GCA_015656755.1_ASM1565675v1_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.23010999,0.76989
GCA_902783085.1_Rumen_uncultured_genome_RUG12835_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.219531,0.780469
ERS3774436-megahit_002.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.263022,0.736978
SRS7967575-megahit_002.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.263022,0.736978
GCA_902778875.1_Rumen_uncultured_genome_RUG12411_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.14572698,0.854273
SRS15300794-megahit_001.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.21089697,0.78910303
ERS11702782-megahit_002.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.243761,0.756239
SRS473746-megahit_050.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.263022,0.736978
ERS11702780-megahit_009.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.23010999,0.76989
GCA_902785165.1_Rumen_uncultured_genome_RUG13036_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.219531,0.780469
ERS2985773-megahit_005.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.21089697,0.78910303
ERS11702798-megahit_004.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.219531,0.780469
GCA_015062885.1_ASM1506288v1_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.23010999,0.76989
ERS11702758-megahit_001.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.23010999,0.76989
GCA_017447225.1_ASM1744722v1_genomic.fna,GCA_017434555.1_ASM1743455v1_genomic.fna,0.14025801,0.859742
GCA_017434555.1_ASM1743455v1_genomic.fna,ERS2985779-megahit_003.fna,0.21089697,0.78910303
ERS2985779-megahit_003.fna,ERS2985779-megahit_003.fna,0.0,1.0
GCA_017539065.1_ASM1753906v1_genomic.fna,ERS2985779-megahit_003.fna,0.19729197,0.802708
SRS4625244-megahit_003.fna,ERS2985779-megahit_003.fna,0.19729197,0.802708
GCA_017940815.1_ASM1794081v1_genomic.fna,ERS2985779-megahit_003.fna,0.20360398,0.796396
GCF_003814835.1_ASM381483v1_genomic.fna,ERS2985779-megahit_003.fna,0.17092597,0.829074
GCA_902794475.1_Rumen_uncultured_genome_RUG13973_genomic.fna,ERS2985779-megahit_003.fna,0.263022,0.736978
ERS6205395-megahit_005.fna,ERS2985779-megahit_003.fna,0.15661901,0.843381
SRS7212801-megahit_007.fna,ERS2985779-megahit_003.fna,0.178173,0.821827
GCA_017404125.1_ASM1740412v1_genomic.fna,ERS2985779-megahit_003.fna,0.263022,0.736978
ERS2985752-megahit_004.fna,ERS2985779-megahit_003.fna,0.015134215,0.9848658
ERS4042427-megahit_009.fna,ERS2985779-megahit_003.fna,0.12213999,0.87786
ERS11702812-megahit_007.fna,ERS2985779-megahit_003.fna,0.009165645,0.99083436
GCA_902764015.1_Rumen_uncultured_genome_RUG10921_genomic.fna,ERS2985779-megahit_003.fna,0.263022,0.736978
ERS11702767-megahit_004.fna,ERS2985779-megahit_003.fna,0.008888602,0.9911114
ERSX0004072-megahit_007.fna,ERS2985779-megahit_003.fna,0.009125829,0.9908742
GCA_016296705.1_ASM1629670v1_genomic.fna,ERS2985779-megahit_003.fna,0.295981,0.704019
ERS11702748-megahit_001.fna,ERS2985779-megahit_003.fna,0.011397421,0.9886026
GCA_905235495.1_RUG30241_genomic.fna,ERS2985779-megahit_003.fna,0.263022,0.736978
GCA_902800035.1_Rumen_uncultured_genome_RUG14542_genomic.fna,ERS2985779-megahit_003.fna,0.295981,0.704019
SRS15300807-megahit_006.fna,ERS2985779-megahit_003.fna,0.030578494,0.9694215
GCA_017389565.1_ASM1738956v1_genomic.fna,ERS2985779-megahit_003.fna,0.23010999,0.76989
SRS15300800-megahit_002.fna,ERS2985779-megahit_003.fna,0.15422297,0.84577703
GCA_902800455.1_Rumen_uncultured_genome_RUG14569_genomic.fna,ERS2985779-megahit_003.fna,0.21089697,0.78910303
GCA_017448525.1_ASM1744852v1_genomic.fna,ERS2985779-megahit_003.fna,0.219531,0.780469
GCA_902763115.1_Rumen_uncultured_genome_RUG10830_genomic.fna,ERS2985779-megahit_003.fna,0.20360398,0.796396
ERS2985756-megahit_007.fna,ERS2985779-megahit_003.fna,0.008384287,0.9916157
ERS3774470-megahit_013.fna,ERS2985779-megahit_003.fna,0.243761,0.756239
SRS11653551-megahit_003.fna,ERS2985779-megahit_003.fna,0.219531,0.780469
GCA_015063035.1_ASM1506303v1_genomic.fna,ERS2985779-megahit_003.fna,0.263022,0.736978
GCA_902802065.1_Rumen_uncultured_genome_RUG14729_genomic.fna,ERS2985779-megahit_003.fna,0.295981,0.704019
ERS11702764-megahit_001.fna,ERS2985779-megahit_003.fna,0.18226898,0.817731
GCA_017407115.1_ASM1740711v1_genomic.fna,ERS2985779-megahit_003.fna,0.243761,0.756239
ERS11702809_24.0.refbinned.fa,ERS2985779-megahit_003.fna,0.18226898,0.817731
ERS6256699-megahit_018.fna,ERS2985779-megahit_003.fna,0.19729197,0.802708
GCF_000404165.1_ASM40416v1_genomic.fna,ERS2985779-megahit_003.fna,0.295981,0.704019
GCA_902762245.1_Rumen_uncultured_genome_RUG10743_genomic.fna,ERS2985779-megahit_003.fna,0.219531,0.780469
ERS6256698_24.0.refbinned.fa,ERS2985779-megahit_003.fna,0.19173098,0.808269
GCA_902765875.1_Rumen_uncultured_genome_RUG11103_genomic.fna,ERS2985779-megahit_003.fna,0.263022,0.736978
ERS2985766-megahit_003.fna,ERS2985779-megahit_003.fna,0.008771062,0.99122894
ERS6256704-megahit_017.fna,ERS2985779-megahit_003.fna,0.19173098,0.808269
SRS11653591-megahit_002.fna,ERS2985779-megahit_003.fna,0.219531,0.780469
SRS6212660_24.0.refbinned.fa,ERS2985779-megahit_003.fna,0.18676102,0.813239
GCA_900316635.1_Rumen_uncultured_genome_RUG201_genomic.fna,ERS2985779-megahit_003.fna,0.295981,0.704019
GCA_015063065.1_ASM1506306v1_genomic.fna,ERS2985779-megahit_003.fna,0.21089697,0.78910303
GCA_016838945.1_ASM1683894v1_genomic.fna,ERS2985779-megahit_003.fna,0.263022,0.736978
ERS6205398-megahit_009.fna,ERS2985779-megahit_003.fna,0.19729197,0.802708
ERS11702780-megahit_007.fna,ERS2985779-megahit_003.fna,0.16768801,0.832312
ERS11702781-megahit_004.fna,ERS2985779-megahit_003.fna,0.008042574,0.9919574
SRS4625245-megahit_011.fna,ERS2985779-megahit_003.fna,0.15661901,0.843381
ERS11702790-megahit_002.fna,ERS2985779-megahit_003.fna,0.011576116,0.9884239
ERS2985775-megahit_005.fna,ERS2985779-megahit_003.fna,0.0071599483,0.99284005
ERS6256693-megahit_010.fna,ERS2985779-megahit_003.fna,0.10084599,0.899154
GCA_016298175.1_ASM1629817v1_genomic.fna,ERS2985779-megahit_003.fna,0.178173,0.821827
GCA_902786095.1_Rumen_uncultured_genome_RUG13139_genomic.fna,ERS2985779-megahit_003.fna,0.263022,0.736978
GCA_902784295.1_Rumen_uncultured_genome_RUG12954_genomic.fna,ERS2985779-megahit_003.fna,0.21089697,0.78910303
SRS7212790-megahit_001.fna,ERS2985779-megahit_003.fna,0.013354719,0.9866453
GCA_902764425.1_Rumen_uncultured_genome_RUG10959_genomic.fna,ERS2985779-megahit_003.fna,0.21089697,0.78910303
ERS11702757-megahit_001.fna,ERS2985779-megahit_003.fna,0.009813786,0.9901862
GCA_902793795.1_Rumen_uncultured_genome_RUG13902_genomic.fna,ERS2985779-megahit_003.fna,1.0,0.0
ERS3774474-megahit_002.fna,ERS2985779-megahit_003.fna,0.014714479,0.9852855
ERS6256692-megahit_010.fna,ERS2985779-megahit_003.fna,0.19729197,0.802708
ERS6205388-megahit_004.fna,ERS2985779-megahit_003.fna,0.20360398,0.796396
